Entrez	syn.z_score
134218	0.28548
79962	0.56113
120526	0.23993
548645	-1.6416
552891	-1.3433
51277	0.73285
54943	1.3381
5611	0.13593
84277	-0.58635
80331	-0.86094
85479	-0.28605
285126	0.46491
9829	1.1001
7266	-0.13294
22826	0.98549
23234	0.008266
83544	-0.22008
10126	0.14245
7802	0.89449
1773	-1.9755
1775	-1.8868
1776	0.39569
1777	0.29319
58511	0.18789
373863	-1.4005
92737	-1.1317
144132	2.8197
728489	-2.0246
1759	0.040702
10059	1.1209
1785	-0.90238
26052	-0.37823
23268	1.5328
1786	0.99521
1788	1.1808
1789	1.3855
29947	0.46649
23549	0.61149
10591	-1.2796
1791	0.39448
116092	0.72054
30836	0.00074511
8448	-0.25992
8447	-1.7892
1793	-0.27116
55619	0.33704
1794	1.0048
1795	1.1671
9732	-1.7516
80005	-0.0058555
57572	-0.10754
85440	1.3355
81704	-2.6596
23348	-0.1395
83475	-2.3917
1796	0.90322
9046	-1.9764
79930	-0.89512
55715	0.261
55816	-0.29994
220164	-0.46653
285489	-4.6737
22845	-0.11594
57171	-0.0062601
29980	-0.82988
23033	1.8186
84444	-3.7277
1798	0.82332
25911	0.075599
64174	0.094027
100131303	1.122
64180	0.25425
8193	-0.082005
5977	0.37602
8110	-0.15469
1801	0.07343
1802	-0.32896
285381	0.019887
51611	0.082741
89978	-0.84443
92715	-1.4085
8813	-0.60652
8818	0.47191
54344	1.343
57628	-0.24144
10072	1.0221
1803	-0.017774
1804	-0.31178
29952	-2.3341
54878	-0.1897
91039	-1.497
151871	0.68273
359787	0.60388
340168	0.67548
503834	1.0965
1805	0.086494
23333	0.88278
283417	0.96406
147991	0.72194
286148	0.49426
84661	0.086481
1806	0.22542
1807	-0.37386
1808	0.79351
1809	0.45355
10570	-0.4872
56896	0.9264
165545	2.1999
1810	0.01396
55332	-0.58374
128338	0.68759
10589	-0.56054
374946	0.96299
92749	0.51087
83450	0.71236
84229	1.6393
1812	0.70565
1813	0.6601
1814	0.71893
1815	-6.725
1816	-1.6483
4733	-0.040362
1819	1.2566
644168	0.018242
51233	1.1048
29102	1.6689
1823	-0.48609
1824	0.68404
1825	-1.0005
1826	0.0095825
57453	-0.51649
79075	0.24993
29940	0.77377
92126	0.3801
1828	-0.2729
1829	1.8546
1830	0.34031
147409	1.228
79980	0.71141
1832	1.1215
1834	-0.13071
667	1.9832
11034	0.30525
25778	0.28614
92675	-0.24686
112487	0.54245
401124	0.22663
51514	0.66447
1837	0.48659
84062	-0.3073
56986	0.4645
285605	-2.2939
1840	-1.3786
113878	-0.077682
196403	1.0515
151636	1.2641
23220	0.26332
1841	-1.3704
53905	0.6178
50506	0.40724
90527	0.78295
405753	0.063814
64118	-0.39907
54920	1.1689
56931	-1.4802
11062	1.0906
1843	-2.6529
11221	0.34236
8446	-1.1061
11266	0.32263
51207	1.0426
11072	0.897
128853	-1.9011
80824	0.58377
150290	0.223
142679	0.80177
1844	-2.609
56940	-2.7744
54935	-1.4456
78986	0.24478
285193	-4.3851
338599	0.14594
1845	0.49409
1846	-0.89225
1847	-2.6072
1848	-1.0739
1849	-1.3981
1850	-3.788
1854	-1.802
503835	-0.34692
1855	-5.4944
1856	-0.80105
1857	0.85212
1797	0.67887
143241	-0.11978
84332	0.54206
54808	0.25829
284254	0.22748
1778	2.2036
1781	1.5652
51143	0.23263
1783	-0.53491
79659	-0.79369
55112	-0.031431
89891	-1.5524
51626	0.46628
8655	-0.36331
140735	0.59518
83658	0.28507
83657	-1.2216
6993	-0.82373
6991	-0.2615
255758	-1.2956
343521	-3.0362
200132	-0.73896
1859	-0.21603
9149	-1.4615
8445	-0.42015
8444	-0.024629
8291	0.45204
391475	0.37652
22873	0.22639
199221	0.31554
9666	0.89336
1869	-0.69352
1870	-0.013558
1871	0.072356
1874	-1.7473
1875	0.34228
1876	0.1533
144455	0.62947
79733	0.79692
1877	-2.2431
85403	0.98495
55840	0.18387
55837	0.52671
124454	-0.61859
9166	-0.25317
1879	-0.023276
64641	-0.40691
253738	-0.70756
10148	-1.3966
340900	-0.36534
55096	-0.73156
10969	0.94623
84650	-0.5341
11319	1.5336
1889	0.36254
9718	0.48453
9427	-1.9969
1891	0.062981
55862	0.37789
55268	0.32533
79746	-1.0311
1892	0.24519
1632	-1.8679
10455	0.55304
1893	1.1884
23392	0.17651
84417	-0.90003
641700	-0.18032
51295	0.4681
1894	0.19159
345930	0.5579
10913	0.76158
128178	0.47431
80153	1.7624
23644	1.0383
100506374	-0.13792
10876	-0.76546
64184	-0.69638
9695	-1.9944
55741	0.16868
80267	1.1832
8721	-0.94799
10085	0.30849
1906	0.59392
1907	0.20324
1908	0.0054371
1909	0.71921
1910	-0.093661
26098	0.91814
8411	0.38646
8726	-0.99019
1915	-1.7207
1917	-0.023748
221143	-0.42324
399818	-0.11512
25895	0.97724
110599564	0.4411
110599583	0.55575
51603	0.31682
1933	1.0831
9521	0.41873
1937	0.80636
1938	-5.3823
29904	0.40474
196483	-0.70942
60678	-0.69248
80820	0.2881
79645	-0.094141
100130771	
90141	0.29529
90288	0.47095
124989	1.4217
9813	-0.43493
146779	0.37684
64800	0.22404
84455	0.96191
285588	0.7072
79825	-1.7195
2202	-0.12598
30008	-0.84863
151651	0.57392
114327	1.2561
80303	-1.5686
79180	-0.66496
79631	1.1403
1942	0.85796
1943	-2.4948
1944	-0.89944
1945	-0.35222
1946	-0.13286
1948	0.30199
1949	-1.2066
23167	-0.27386
22979	1.2901
10278	-0.052895
9343	0.86882
1950	0.80806
51162	-1.9355
80864	-0.29847
133584	0.093409
1956	0.08211
54583	-1.9258
112398	-1.2662
112399	-0.47673
1958	-0.21026
1959	-0.4769
1960	0.77712
1961	-3.0896
23301	0.42559
254102	-2.6126
10938	0.50762
30846	-0.60691
30845	-0.22257
30844	0.34281
26298	0.15381
1962	0.76571
79813	-1.2016
10919	1.6308
9538	1.1252
23741	-0.0038238
163126	0.56276
126272	-0.11921
493861	-0.30371
10209	-1.0136
84285	-0.19775
10289	0.16039
83939	0.82649
27102	-0.76658
5610	0.95065
9451	0.91679
440275	1.1142
1967	0.46964
8892	1.1877
8891	1.791
8890	-0.66304
8893	0.97838
1939	1.7653
1965	1.6679
8894	0.77923
255308	0.81273
8661	1.0918
8662	-3.8165
8663	2.4112
8664	0.50002
3646	-0.51451
8665	-0.43429
8666	-1.0666
8667	-0.17521
8668	-0.32983
8669	0.025141
27335	0.32957
51386	0.30987
10480	-0.14475
1973	-1.7912
1974	-1.7229
9775	0.45471
1975	1.2837
1977	1.0918
253314	-0.66513
9470	0.40486
317649	-1.1383
1978	-0.65725
1979	-1.0544
8637	0.63518
56478	0.48714
1981	-0.52175
1982	-0.77217
7458	0.47054
1983	-2.275
1984	-0.3113
56648	0.7724
143244	0.78416
9669	0.27041
3692	0.35195
7260	-0.079905
55520	0.91754
60528	-1.4805
1991	-1.4903
57535	0.52105
222223	-0.027833
1994	0.72081
1993	-1.2748
1995	0.74836
1996	0.95894
1997	0.8085
1999	0.51184
2001	-0.12721
392617	-3.2138
114794	0.15182
2004	-0.80003
2005	-0.37109
8178	-1.355
22936	0.68516
80237	0.19102
9844	0.51228
63916	0.90212
79767	0.07783
55531	0.62459
255520	0.15117
84173	1.7104
2006	0.89203
6924	0.45082
51224	-2.0292
6923	-1.434
6921	0.75447
84337	0.21623
64834	-0.093505
54898	0.65456
83401	0.69748
6785	0.7486
60481	0.397
79071	1.0398
79993	0.66987
8518	1.1374
55250	0.0011778
55140	1.2241
26610	-0.62968
54859	0.37403
64100	0.76262
133418	-0.70615
23065	1.8387
284361	-1.6357
9694	-1.282
51234	-0.061229
83460	-1.1908
56851	0.60694
10328	-1.5742
51016	0.72414
51705	1.1277
146956	1.1668
197342	-4.3385
10436	-1.1211
129080	-1.3804
11117	-0.99266
84034	-1.1799
90187	-0.089223
2009	1.3678
24139	0.13788
256364	-0.35649
27436	-2.0667
2012	0.18919
2013	-0.59525
2014	-0.9287
2016	-4.2275
2018	-0.60804
2019	-2.533
2020	-3.3239
10117	0.60124
8507	0.68913
23052	-0.41788
2021	-1.2952
8909	0.91597
284131	-1.9321
2022	0.068044
64772	0.14704
375704	0.027986
84080	-0.47792
219670	-0.87116
2023	0.32267
2026	1.0217
2027	0.56312
387712	0.33923
58478	0.20034
55556	-0.086905
2028	0.42069
5167	0.045816
5168	0.23029
5169	-0.46983
22875	0.76826
59084	0.39677
133121	0.63996
339221	1.1557
2029	-0.21743
150350	1.234
953	1.0672
954	-2.0227
956	1.1055
9583	0.90357
957	0.31294
955	0.059765
57089	1.1702
377841	-0.43148
10807	-1.3589
56943	-0.71332
285203	-0.52055
8320	-1.8135
2033	-3.7529
57634	0.16033
2034	-1.1221
2035	0.99394
2036	2.4632
2037	0.52551
23136	0.02903
64097	-0.69722
54566	0.79787
57669	0.62907
2038	1.3435
80314	0.72171
26122	-0.18502
4072	-1.4068
54749	-1.6223
57724	0.21291
255324	-0.29532
2041	0.92924
284656	-1.9022
1969	0.21391
2042	-0.37896
2043	0.83613
2044	-1.643
2045	-0.32905
2046	0.48878
2047	-0.2725
2048	1.2326
2049	1.2578
2050	-0.8148
2051	0.49491
2052	0.62354
2053	0.31173
79852	-0.13996
253152	0.030631
7957	-2.4816
9852	-0.21714
29924	-1.9389
22905	0.11057
55040	-2.1427
2056	0.061532
100170841	-2.4603
2057	-0.39387
57119	-0.01443
100526773	0.56396
83481	-5.7998
2058	0.8266
2060	0.79529
58513	0.98439
2059	0.33169
54869	-2.0775
64787	-3.7747
79574	0.52415
94240	-0.079891
8288	1.6163
1833	0.44368
54586	0.012332
26284	0.39805
51752	0.64093
64167	0.15633
2064	1.0641
2065	2.0495
2066	0.13765
55914	0.36285
23085	0.68725
26059	-0.21768
2067	0.346
2068	-1.5064
2071	0.88741
2072	-1.0214
2073	0.22724
2074	0.22508
375748	1.215
1161	0.12365
2069	-0.50078
2077	-1.8644
151176	-1.8226
390937	0.17963
2078	0.7573
11161	0.73225
57222	1.7213
51290	0.15592
51614	0.43963
2079	0.266
90459	-1.8345
112479	1.8806
79033	-0.89671
157697	-2.941
127254	-0.2792
100170765	-1.5385
203111	0.034952
131831	0.88118
220081	0.7155
27248	-0.7844
10613	-0.78054
11160	0.478
114625	1.0903
55780	0.94988
57471	0.14744
79956	-3.2815
2081	-0.05016
10595	-0.33736
30001	-0.35831
56605	-0.71683
121506	-1.6297
10961	0.72414
23071	1.0728
54206	0.71292
2086	
109504726	0.039224
405754	0.60207
100288413	-0.27351
147664	2.6649
100271846	1.8211
90952	0.15229
114799	0.086649
157570	0.74751
2098	0.072063
51575	0.043943
11082	0.12903
9700	2.1389
83715	-0.50083
339768	-2.3421
2099	0.21561
2100	-1.3346
54845	0.0081792
80004	0.84016
2101	0.41629
2103	0.48681
2104	0.29192
8220	-0.8503
23344	1.6111
57488	-1.712
83850	0.89348
54465	0.25859
2107	1.2511
2108	-0.29524
2109	0.39562
254013	1.5573
2110	0.37569
144363	-0.12679
23474	-0.32974
55500	0.20677
55224	0.18622
64850	0.68308
2113	0.35347
2114	0.6875
2115	-0.82331
2116	-0.90334
2117	0.94292
440695	0.1638
2118	0.84645
2119	1.029
2120	-0.15881
51513	-0.79667
84141	0.069974
55194	-1.9831
59271	0.6674
2121	-1.9775
132884	-2.4541
2123	0.75742
2124	0.64568
115704	-2.0797
51466	0.70141
2125	-0.47106
645027	-1.4876
2128	-2.1166
344191	-2.9742
2130	-0.1556
161829	0.67039
54932	-2.7774
9156	0.067009
64789	1.1934
55763	0.36156
55770	0.17138
11336	-0.5896
283849	-0.082285
90332	-0.87844
60412	0.19287
10640	-0.11782
54536	-0.40393
23233	0.030279
23265	1.1964
149371	0.11193
9941	1.1612
51013	0.76306
5394	0.54943
23404	0.89395
51010	-1.4632
54512	-0.48395
56915	-0.56239
118460	-0.97001
23016	0.81267
11340	0.12471
5393	0.10891
23086	1.6206
2131	0.7421
2132	1.1512
2134	0.25964
2135	0.61054
2137	0.32682
2138	0.29229
2139	0.87867
2140	1.1632
2070	0.41731
346007	-0.19373
2145	1.6559
2146	-0.51651
7430	-1.5213
2159	0.62396
2160	0.49262
50848	1.0077
2161	-1.4778
2162	0.41296
2165	-0.29666
2147	1.0194
2149	0.4372
2150	0.4671
2151	0.64265
9002	-1.7701
2152	-0.40623
2153	1.015
2155	0.4282
79152	-2.4029
2166	-0.055845
80233	-3.4346
199990	-1.3541
91442	0.082129
2168	0.78931
2169	0.30276
2170	0.0037082
2167	0.18479
2171	0.60909
2172	-0.59853
2173	0.38168
646480	-0.18149
8772	-0.6147
3992	0.23049
9415	1.0803
3995	-0.18471
283985	0.50727
11124	0.90959
23197	-0.049133
2184	0.5553
81889	-0.6548
51011	0.9356
151313	1.7113
23017	0.38406
399665	-0.88604
284611	1.1818
11170	-0.17362
83641	-0.31707
83541	-1.6948
90362	0.016217
642273	-4.1336
79927	-2.0282
63901	0.91589
374393	0.6153
92689	0.39131
10827	-0.087896
81558	0.65855
150864	-1.8345
55007	0.36924
79607	1.0335
23196	1.3223
158293	-0.46316
84498	0.36148
220108	0.62454
79843	0.53299
84668	-0.040899
285172	1.834
131408	0.16108
9715	0.12988
348487	1.0009
257415	0.046082
57579	1.4471
51059	0.55559
84908	0.44937
10144	0.32017
220965	0.76755
25854	-1.455
317662	-0.29971
338094	-0.29584
167555	0.50424
84140	0.47082
145483	0.91115
26355	0.31161
221303	-0.44392
148753	-0.3555
642968	-0.63143
401565	-1.7611
730112	-0.70106
339778	-0.43722
83648	-2.6002
84734	-1.1538
23201	0.39013
130074	-1.4892
340069	-0.22211
170370	-0.35811
221061	-0.090634
284069	-1.8851
165215	0.49845
83989	0.23264
345757	0.094872
400451	-2.393
55009	-3.7698
283635	0.18827
51252	-0.6583
389558	0.54758
399888	-0.67688
220382	-3.6648
440585	0.23161
79632	0.58192
27146	-0.7329
222234	2.2429
121006	3.4883
84070	1.3702
100528020	-0.0093618
148109	0.50136
23359	-1.3192
9413	0.7264
10712	-0.3741
8603	-0.95728
54540	-1.7326
221786	1.7646
285550	1.1535
63877	0.75484
259308	3.3729
85395	-0.24802
200232	1.3612
388799	0.58722
54757	-0.66338
9917	0.65213
56975	-2.414
125228	-0.041596
116151	-1.456
56204	0.44799
80256	0.14854
29902	0.022671
144809	0.5392
222826	1.9193
63939	0.76289
203259	0.34302
57184	-1.0864
84792	-0.26904
340277	-0.52713
392307	1.1416
84915	-0.94499
55731	-0.414
646851	0.99583
196951	-1.192
653140	0.72814
375190	0.91599
100128071	-2.3136
619208	0.6026
83986	-1.253
57613	0.31871
200726	-0.41272
100132146	0.67879
285095	-0.35125
132720	-0.73912
219738	0.45565
118670	0.34848
196792	0.79016
643161	0.40239
644054	0.69747
100133093	1.0929
26017	-1.0749
54097	0.34394
10447	0.086095
131177	-0.37372
131583	-3.1828
163933	-1.7489
100129583	-0.11864
100631383	-0.099925
26240	0.14387
9679	-0.044846
51307	0.41019
149647	0.13241
153745	1.0499
196472	0.25446
161142	0.83142
112703	-1.4887
284418	0.84196
346653	-0.76723
729533	2.2461
554282	1.3982
728833	1.0667
199870	-0.72935
143684	-1.4426
286336	0.18399
149297	-0.08736
145773	-1.0728
153643	-0.095797
84985	0.067164
222584	0.5859
128876	-0.021525
81610	-0.44508
54854	-1.8995
113828	-1.1472
644815	0.3122
286077	-5.239
375061	-3.0289
23625	-1.9653
51439	-2.0956
55138	-0.29341
157769	1.354
25940	-0.64651
283742	-0.41164
22909	0.053263
2175	-5.6922
2176	-0.68071
2177	1.7645
115795	1.1319
2178	0.69487
2188	-1.3023
2189	1.1973
55215	-0.80126
55120	-1.1704
57697	0.53672
92565	0.48661
2191	-0.87109
84188	0.5274
55711	0.24326
10160	-0.035068
9855	0.27246
10667	-0.49699
2193	-0.86506
10056	-0.25833
355	0.32235
356	0.58368
2194	-5.4169
10922	-0.97757
79675	0.51353
22868	0.35312
79072	0.6351
60493	0.78955
2195	1.1186
2196	2.6928
120114	-0.20742
79633	1.3552
2197	0.27796
84553	0.3467
10826	0.047241
85302	-0.8984
84893	0.095445
2091	0.16317
54751	0.2997
2192	0.050425
2199	-0.57805
10516	0.61997
129804	-0.56672
2200	1.8863
2201	0.022749
84467	0.45489
2203	0.34439
8789	1.0505
64319	-4.2263
57666	-4.3418
54850	-0.25668
144699	-1.6808
79176	-2.7383
146330	-3.0828
64839	-4.9424
80028	-2.3799
54620	-2.6775
25827	0.74923
84961	0.49703
283807	-0.89301
26224	-0.33784
26235	0.58711
26234	-0.27677
26233	-3.3841
23194	0.078243
55336	-2.7859
26267	1.2582
80204	-2.8883
201456	-0.49668
157574	-0.58023
115290	-1.4145
26232	-1.4768
23014	-0.12707
26263	0.092281
26261	0.46505
26260	-2.5224
126433	-1.7466
23219	-0.058919
26273	0.9542
84085	0.64868
79791	-2.0398
114907	0.643
254170	-1.9736
55030	0.36459
130888	0.35873
81545	1.6281
162517	0.36049
26272	-1.0196
51725	-0.045168
150726	-3.2826
54455	0.6502
286151	0.063199
93611	0.54083
200933	-1.0629
23403	-2.3084
494188	0.72268
554251	0.81335
26271	-0.36635
26270	1.0978
25793	-0.00015137
26269	0.022236
26268	0.73681
10517	3.9431
23291	0.75145
285231	1.0808
26190	0.84006
6468	-1.5105
54461	-5.1569
55294	-0.031066
26259	-0.23515
84261	-0.42567
83953	-0.25351
2204	0.36967
2207	0.52665
2208	0.17266
51077	-0.47781
8857	5.0979
2209	2.5182
2212	0.64745
2214	0.57475
2215	0.56357
2217	-0.82734
115548	-0.0055201
89848	1.44
9873	1.2058
9214	-0.71441
2219	0.1354
2220	-0.50198
8547	1.0337
115350	-0.07252
79368	-0.25276
115352	-0.33022
83417	-0.15414
83416	0.48506
343413	-0.2203
84824	0.16114
127943	-1.2555
197258	-0.72129
260436	0.3689
2222	-5.8965
2224	1.3128
2230	-0.33264
112812	-1.2042
91893	0.57732
2232	-0.074428
2235	1.0213
55527	-0.13047
10116	0.59129
56929	0.048477
2237	1.6795
2241	0.086644
90342	1.5297
654463	1.8701
222894	-1.2188
55612	1.0368
10979	0.43229
83706	0.0010979
2242	-0.85046
26998	-0.40031
54738	-2.2149
9638	1.067
9637	-3.2859
389549	0.66509
55079	-1.9408
2864	-1.581
2867	0.1959
2865	3.1693
338557	-1.741
2243	-0.38201
2244	0.23421
221472	0.09959
89846	0.77811
121512	0.37229
152273	-0.43746
55785	1.8391
2246	-0.55953
2255	-0.54479
2256	-1.0561
2257	1.4178
2259	-0.87313
8822	-0.31156
8817	0.20248
9965	-0.776
2247	-0.53836
26281	-3.031
26291	0.3216
27006	-2.348
8074	1.3812
2248	-1.9097
2249	-2.6996
2250	-1.3051
2251	-0.35512
2252	-0.0066107
2253	-1.1076
2254	0.36979
9982	-0.27204
83888	-1.1374
143282	-3.1819
2260	0.0021697
26127	0.33844
2263	0.55432
2261	-3.0724
2264	-0.17673
53834	-2.8261
2266	0.39477
55277	0.54491
2267	-2.6029
10875	0.75918
2268	-0.021723
2271	0.85949
85462	-0.62291
729830	0.74109
84067	-1.131
57700	0.29763
64760	-2.1949
2272	-0.51931
2274	0.66183
2275	0.67118
9457	0.326
29109	0.85645
80206	-0.059675
84929	-1.1199
387758	-0.32234
9158	-0.81682
11153	-0.067209
9896	1.0102
344018	-1.1988
55137	-0.76039
63979	-0.044739
401720	-4.7553
27145	1.4009
11259	1.2845
81608	-0.87095
51024	-0.38894
161247	0.49125
128486	0.75744
84922	-2.9664
24147	-3.3207
60681	0.74621
51303	-0.069659
55033	0.79821
23307	0.044125
2280	0.32998
2281	-0.31424
2286	-0.32276
2287	0.13796
2288	-0.5055
2289	1.0942
8468	1.1762
51661	-0.035562
23770	-0.67856
11328	0.37301
63943	1.894
79147	-2.7748
2218	0.80421
130540	0.6455
80308	1.4764
201163	0.12673
2312	-10.291
388698	0.57407
2313	-0.0076298
2314	-1.359
2317	2.0226
2318	2.4274
10211	1.3855
2319	1.0165
23769	1.9954
23768	-1.1571
23767	0.84653
2321	0.032683
2322	0.8274
2323	0.38753
2324	-1.6976
28982	-0.5358
55640	0.63091
84256	-5.7659
114984	-0.28332
154791	0.35292
100996928	1.4087
342184	-0.34482
56776	-1.8592
752	-1.1187
114793	0.36329
91010	0.77596
2326	0.3347
2327	0.57314
2328	0.83656
2329	0.24444
2330	1.3532
2331	0.54955
2335	0.91065
64122	-0.89557
79672	0.012148
23048	0.081166
54874	-0.50009
23360	-0.749
84624	-1.2695
643988	-2.0851
79025	0.35728
22862	0.57142
64778	0.74061
64838	-0.46699
252995	0.65068
163479	1.1341
54752	0.65153
408263	0.37625
96459	0.34725
57600	0.79812
2339	-0.9671
2342	-0.2206
2346	1.5308
219595	1.5482
2348	0.74353
2350	0.27505
2352	-0.22351
2353	-0.068801
2354	-0.34839
8061	0.40574
2355	0.5242
3169	-1.7475
3170	-1.5673
3171	-0.50362
27023	-0.036338
442425	-1.6654
2296	-6.2815
2303	-4.454
2297	-3.3638
2306	-2.8038
27022	-3.6828
2298	-0.51082
200350	2.1108
286380	4.2583
349334	2.6417
653427	4.3055
653404	2.9971
2304	-2.4536
2301	-3.827
2294	-2.9294
2295	-1.985
2290	-1.4043
8928	-3.4125
2299	-0.27399
399823	-2.2341
344167	-0.3275
2302	-1.1833
55810	-0.10759
22887	0.26266
221937	-2.6089
3607	-3.6655
2300	-1.9011
668	-3.3337
401089	-0.15349
116033993	-3.3418
2305	-0.0022275
8456	0.85941
3344	-0.30935
1112	0.52707
121643	-0.10786
2308	-2.2901
2309	0.015581
2310	0.35451
100132074	-2.6169
27086	-1.3166
93986	-0.51476
116113	-1.0806
94234	-5.3143
283150	-0.57429
55572	-0.3038
80020	0.13119
2307	1.4328
2356	-0.49397
8790	-0.63546
100526835	0.15437
2357	-0.25525
2358	0.070342
2359	1.5705
118924	-0.78934
80144	1.5077
10023	-2.3309
23401	-4.6967
158326	-2.901
341640	0.64972
166752	0.86801
2483	0.54857
448831	1.9238
441581	2.8594
100288801	-0.91098
2444	-0.44169
257019	-0.049251
55691	-2.2456
23150	-0.794
84978	-0.40509
122786	1.0366
83786	0.064058
22844	0.49212
143162	-0.072397
391059	0.97694
23732	-1.6417
10818	0.63472
10817	-0.46797
10129	1.0371
285527	1.3239
2487	-0.55468
100861412	1.1323
84075	0.38176
6624	-0.71393
25794	-2.7492
29999	0.67496
79187	0.24794
83856	0.13431
123722	-0.68787
2488	0.1228
2492	-2.209
161835	0.64439
401024	2.5075
10468	0.87999
11167	-0.0028268
10272	-2.8354
23105	0.81637
56884	-0.65031
10841	-2.5074
2495	0.28657
2512	1.1048
94033	-1.5653
79068	1.0589
117246	-0.15538
8880	-0.52952
8939	0.19319
2517	-0.3194
2519	-0.078367
282969	-1.9446
5045	-1.0448
2521	-0.5865
2523	0.23471
84750	0.50648
170384	-2.0566
2524	0.68097
2525	0.54936
2526	-3.2682
2527	0.43597
2528	1.0445
2529	-0.95802
2530	-0.028291
10690	-0.27982
80199	-1.1861
2395	-0.60317
8087	-0.95688
9513	-0.50908
5348	-0.90178
486	-1.4293
5349	-0.62426
53828	0.2912
53827	-0.25217
53826	-0.8226
100533181	-0.88743
53822	-0.039552
2533	-0.025947
199920	0.45265
79443	2.5637
2534	0.901
84248	-0.23174
8321	-1.9986
11211	-0.35005
2535	0.54802
7976	0.9519
8322	0.7445
7855	-0.56799
8323	1.1094
8324	-1.0945
8325	-4.6128
8326	-1.1683
51343	-1.2765
50486	-0.54316
55632	-0.13453
10146	0.56183
9908	0.40073
2538	0.89607
57818	0.087664
92579	-0.43143
2548	-0.17359
9846	0.51895
11337	0.53355
23710	-0.41661
11345	-0.2383
2550	1.0959
9568	-0.24952
2551	0.026672
2553	0.7863
126626	1.0891
2554	-0.12892
2555	0.24708
2557	-1.2172
2558	-0.37945
2559	-0.52835
2560	-0.4715
2561	-0.026682
2562	-1.0775
2563	-1.5792
2565	-0.97551
2566	0.28574
2567	0.07782
2568	-0.085968
2569	0.86002
2570	1.1243
200959	0.11336
2571	0.77398
2572	-0.020229
1647	0.17694
4616	-0.20224
10912	0.13258
90480	-1.1624
339896	-0.69588
2580	-2.5253
51083	-0.78315
9514	0.049189
64090	-2.0467
89792	-2.42
79690	0.63258
2581	-1.5003
2582	0.44385
2584	-0.64408
2585	1.0078
130589	-0.69011
2588	-2.2403
2589	0.38619
55568	0.018569
63917	0.88302
79695	-0.75752
114805	0.15972
79623	0.34795
117248	0.52558
57452	0.76821
64409	0.69998
374378	-1.3572
2590	-0.34716
2591	-0.1441
8693	0.036669
11227	-0.37423
11226	0.64784
51809	0.5213
26290	0.44165
50614	-0.96222
168391	0.10895
442117	0.50025
85569	-0.054618
2587	0.012365
8811	-2.2239
8484	-4.6523
2592	1.498
2593	-2.052
8139	-3.5334
23193	0.0012645
2596	0.11115
2597	-1.912
26330	2.1663
202309	-0.52145
26130	0.22323
54433	0.69905
64762	0.12188
150946	-1.5796
84253	0.99733
9710	0.89784
2617	-0.46749
2618	0.1965
2619	-4.8601
10634	-1.5408
246176	-0.27701
283431	0.73406
2621	-1.3239
8522	-0.061855
2622	-0.39061
729085	-0.0039771
51313	0.48782
2520	0.07934
2624	-1.0437
2625	-1.7684
2626	-4.3772
140628	-4.1545
2627	-2.6218
57798	-1.309
54815	-0.41655
57459	-0.15484
5188	-0.38378
283459	0.28928
347862	-2.2753
2628	0.65928
2629	0.61578
57704	1.3038
2632	0.23372
26301	0.71362
2633	0.57227
2634	0.78332
2635	1.9075
115361	0.10389
163351	1.0926
388646	0.54541
2636	-0.32638
2637	-0.90211
2638	-0.63277
25801	-0.082258
23464	0.3081
79571	0.50261
9648	-0.24103
2639	0.67774
6936	-2.1564
2641	0.18159
2642	-0.68713
2643	-1.6717
2644	-0.96948
2645	0.16778
2646	0.27523
2729	-0.18886
2730	-1.6938
8521	0.72368
9247	0.67994
10985	1.6909
2650	0.8515
2651	-0.67318
9245	-2.3795
51301	1.723
257144	0.48603
148823	1.1201
2653	-1.0335
9615	-0.6764
54332	-0.2353
78997	0.47689
54834	0.1901
51573	-0.68338
2657	-4.3394
2662	-1.1405
10220	0.09548
9518	-0.86254
2658	-1.1527
9573	0.86462
8200	-0.87475
392255	-1.1127
151449	-2.9207
2665	0.58062
2668	-0.12647
284161	0.27058
79153	0.81748
220032	0.21131
81544	-0.09794
390637	0.023076
2669	0.4065
8487	0.043654
50628	0.52959
25929	0.49506
79833	-0.8745
79760	0.43275
348654	-0.13906
7485	-0.26415
439	-0.6098
51608	-3.8495
2670	0.7007
2671	-1.3395
2672	-0.24767
8328	0.33067
85476	1.0581
84340	1.4923
54438	0.11558
81577	0.76618
2673	0.57834
9945	-0.42053
2674	-0.7348
2675	-2.0777
2676	0.012136
64096	-2.9117
389400	0.23147
7264	-0.34314
100507003	-0.050255
26088	0.028344
23062	-0.46133
23163	-0.85539
87769	-0.40477
79017	0.66936
2677	0.22353
8836	-1.3053
199720	-0.28262
79893	0.16693
9453	0.033033
2678	2.2699
728441	1.9476
2687	-1.5365
124975	-0.79128
2686	-0.37561
92086	0.84561
2688	-0.31696
2689	-0.21059
84514	-0.34594
27069	-0.13555
2690	-0.069342
2691	-0.038809
2692	-1.2569
51738	-0.99054
2693	-0.51978
79018	-2.1651
54994	0.16375
64599	-4.2366
26058	0.52
170575	-1.6968
100527949	-0.43956
26157	-0.67688
55303	0.11946
55340	-0.6948
474344	0.078153
168537	-0.19196
155038	-0.21734
100507096	0.050368
54826	0.78559
116254	-1.1086
9837	-0.55796
51659	-1.5319
64785	0.28609
84296	0.62382
2695	0.051552
10755	-0.71415
54810	-1.608
126326	-0.83656
2696	-0.19129
28964	0.3051
9815	0.59717
2697	-0.075573
84694	0.28345
2700	-1.1284
2701	1.2493
2702	-0.045604
2703	-1.6671
