Entrez	LOEUF
25778	5.57
92675	2.0807
112487	0.36217
401124	1.1885
51514	3.5016
1837	5.1426
84062	0.93036
56986	0.31939
285605	-1.3457
1840	2.7579
113878	2.1257
196403	2.9348
151636	3.2555
23220	2.8574
1841	0.129
53905	2.5456
50506	-0.33812
90527	1.3779
405753	0.82905
64118	0.82758
54920	2.2161
56931	0.54246
11062	0.66814
1843	2.4857
11221	2.5967
8446	0.61901
11266	1.6618
51207	-0.24813
11072	1.9942
128853	-0.2358
80824	4.2826
150290	1.4739
142679	-0.04605
1844	0.026148
56940	-0.14248
54935	0.60584
78986	1.5022
285193	-2.6388
338599	0.25614
1845	1.2964
1846	2.1094
1847	1.1556
1848	3.3545
1849	2.9438
1850	2.087
1854	-0.45524
503835	0.72971
1855	1.1439
1856	3.1865
1857	4.3158
1797	0.12517
143241	1.2181
84332	0.16168
54808	0.86502
284254	1.0383
1778	18.019
1781	2.3456
51143	3.5581
1783	4.4022
79659	3.7203
55112	3.0951
89891	1.2239
51626	1.3557
8655	1.9474
140735	2.4506
83658	1.7979
83657	-0.15595
6993	0.64459
6991	0.20722
255758	0.77066
343521	-1.0906
200132	-0.38558
1859	6.7313
9149	3.8457
8445	3.6947
8444	1.3163
8291	3.6184
391475	-0.62979
22873	1.3379
199221	-0.36767
9666	3.2638
1869	3.83
1870	2.4937
1871	4.0131
1874	3.1706
1875	1.3993
1876	1.1906
144455	4.3031
79733	4.5801
1877	3.5121
85403	1.3821
55840	1.0029
55837	-0.2237
124454	0.68863
9166	2.4386
1879	5.7289
64641	5.0273
253738	5.3932
10148	0.2457
340900	-0.42824
55096	-1.657
10969	1.386
84650	-0.017979
11319	2.1121
1889	5.2878
9718	1.6809
9427	0.66288
1891	1.032
55862	-0.28808
55268	1.2774
79746	-0.18357
1892	1.7664
1632	-0.51147
10455	1.653
1893	1.0936
23392	7.9974
84417	-0.024927
641700	0.81019
51295	1.263
1894	3.5326
345930	0.36686
10913	1.821
128178	1.4588
80153	3.0958
23644	6.4068
100506374	-1.1638
10876	-1.7856
64184	0.33804
9695	0.69899
55741	2.959
80267	3.692
8721	2.9776
10085	3.2693
1906	2.018
1907	1.5256
1908	2.4189
1909	4.0167
1910	3.4625
26098	5.7158
8411	4.5512
8726	3.884
1915	5.058
1917	4.1716
221143	0.84277
399818	-0.12602
25895	0.38004
110599564	1.2699
110599583	2.3674
51603	1.739
1933	2.5919
9521	0.49844
1937	4.6948
1938	5.3569
29904	2.1886
196483	-0.09436
60678	-0.23265
80820	3.4583
79645	0.53289
100130771	0.078773
90141	1.2382
90288	1.0796
124989	1.703
9813	1.6298
146779	0.90171
64800	1.2803
84455	0.81849
285588	0.050532
79825	-0.68212
2202	5.2679
30008	3.8071
151651	-0.20532
114327	2.0267
80303	1.1187
79180	0.92929
79631	3.799
1942	2.822
1943	0.1212
1944	1.3186
1945	0.27725
1946	2.7913
1948	4.1481
1949	2.1177
23167	1.6232
22979	3.4034
10278	0.65985
9343	8.0776
1950	3.8566
51162	-2.0278
80864	0.9913
133584	2.8005
1956	6.4629
54583	2.5238
112398	3.3181
112399	2.1148
1958	3.5229
1959	3.3359
1960	3.3712
1961	-0.36994
23301	5.0252
254102	0.84648
10938	2.7767
30846	1.3178
30845	3.4576
30844	1.3272
26298	3.9391
1962	2.1294
79813	9.1466
10919	5.9837
9538	2.6101
23741	2.5267
163126	1.147
126272	0.56816
493861	-0.51415
10209	2.2582
84285	2.448
10289	1.8631
83939	0.79285
27102	2.1404
5610	2.9352
9451	4.2665
440275	3.9948
1967	1.1487
8892	0.36097
8891	4.0534
8890	3.3293
8893	4.7425
1939	2.3515
1965	3.7553
8894	4.4429
255308	1.7888
8661	9.0514
8662	7.9547
8663	1.8789
8664	6.5755
3646	2.1928
8665	3.5342
8666	4.1465
8667	2.3957
8668	3.0426
8669	2.4442
27335	1.2424
51386	4.0989
10480	3.2115
1973	4.9585
1974	5.1031
9775	6.2649
1975	6.6395
1977	4.8725
253314	1.0967
9470	2.4566
317649	0.4486
1978	0.94049
1979	0.51322
8637	0.071247
56478	7.2395
1981	11.458
1982	8.786
7458	3.2487
1983	4.7139
1984	3.297
56648	0.71041
143244	1.113
9669	6.9941
3692	2.7971
7260	2.618
55520	1.2655
60528	1.2448
1991	0.7747
57535	3.3536
222223	1.8418
1994	4.4869
1993	4.5755
1995	3.8715
1996	4.8434
1997	3.168
1999	2.9964
2001	1.1229
392617	-0.20896
114794	3.539
2004	2.8692
2005	1.969
8178	4.4726
22936	5.3382
80237	1.3106
9844	6.3556
63916	5.2941
79767	0.73314
55531	2.8385
255520	1.9156
84173	1.3246
2006	3.8388
6924	6.075
51224	0.071717
6923	1.8485
6921	2.6576
84337	1.0416
64834	3.9966
54898	-0.099056
83401	1.0866
6785	3.0138
60481	3.7867
79071	3.4897
79993	1.303
8518	3.3324
55250	2.3905
55140	1.8105
26610	-0.068902
54859	0.73303
64100	-0.58789
133418	1.801
23065	2.1808
284361	-0.86635
9694	-0.57367
51234	2.3764
83460	1.8198
56851	3.4984
10328	1.6815
51016	1.0054
51705	0.38606
146956	-0.017788
197342	-3.353
10436	0.59931
129080	1.4489
11117	2.4864
84034	1.0887
90187	0.73152
2009	6.2776
24139	2.5255
256364	4.3499
27436	3.7369
2012	2.427
2013	-1.2119
2014	1.3585
2016	0.66265
2018	3.084
2019	2.1689
2020	2.0126
10117	1.8266
8507	3.0749
23052	-0.64884
2021	-1.228
8909	0.9244
284131	-0.46237
2022	5.2558
64772	1.2917
375704	-0.2617
84080	-0.6395
219670	1.5003
2023	1.7894
2026	3.8325
2027	0.45694
387712	2.0086
58478	2.3894
55556	-0.027894
2028	1.2067
5167	3.0005
5168	3.2854
5169	0.31215
22875	2.0205
59084	0.91264
133121	1.4357
339221	-0.62986
2029	2.0029
150350	1.7279
953	2.9401
954	-0.48757
956	-1.0685
9583	2.0277
957	1.6973
955	1.7139
57089	2.6595
377841	1.4729
10807	-0.14691
56943	2.0199
285203	0.95401
8320	4.092
2033	11.721
57634	10.747
2034	5.9259
2035	3.446
2036	6.1516
2037	5.0228
23136	5.0386
64097	-0.017487
54566	6.3415
57669	3.817
2038	2.9819
80314	6.7084
26122	6.3464
4072	0.39072
54749	-0.85333
57724	6.8642
255324	0.10004
2041	1.4968
284656	-2.2414
1969	4.1492
2042	5.2317
2043	7.0212
2044	3.6003
2045	6.802
2046	3.5992
2047	5.4887
2048	6.9851
2049	5.6909
2050	4.0622
2051	4.5958
2052	0.89521
2053	0.77449
79852	0.62245
253152	1.7134
7957	0.72304
9852	2.9821
29924	2.784
22905	2.4213
55040	0.018969
2056	2.0402
100170841	-1.0467
2057	2.4008
57119	0.62049
100526773	0.42303
83481	-0.64638
2058	5.0395
2060	2.2872
58513	5.8696
2059	4.7711
54869	-1.2834
64787	0.29234
79574	1.0277
94240	-1.199
8288	1.5132
1833	0.18186
54586	-0.5828
26284	2.297
51752	1.8235
64167	-0.72147
2064	5.9059
2065	4.4528
2066	6.9088
55914	4.6107
23085	5.5129
26059	5.7237
2067	0.055453
2068	0.72838
2071	2.838
2072	1.5049
2073	3.3027
2074	3.3337
375748	3.0014
1161	-0.72513
2069	-0.71074
2077	3.8739
151176	-0.9909
390937	2.7615
2078	5.0408
11161	1.5673
57222	2.8544
51290	0.88706
51614	2.6462
2079	2.5585
90459	-0.11082
112479	1.5159
79033	2.9996
157697	-2.239
127254	0.4013
100170765	-0.2864
203111	0.85808
131831	0.52437
220081	1.2557
27248	1.6899
10613	1.324
11160	2.8139
114625	1.8637
55780	1.4427
57471	1.5471
79956	-0.18292
2081	5.0011
10595	-0.23321
30001	0.75436
56605	2.2015
121506	1.1519
10961	1.5555
23071	1.9509
54206	1.1661
2086	
109504726	0.55509
405754	1.6347
100288413	0.64193
147664	
100271846	0.9934
90952	1.3816
114799	4.5489
157570	1.3418
2098	-0.12437
51575	2.3352
11082	1.7899
9700	9.605
83715	-0.41694
339768	-1.5118
2099	4.2451
2100	1.4086
54845	4.677
80004	3.1127
2101	3.4306
2103	3.5245
2104	3.6207
8220	2.2363
23344	3.0193
57488	3.8094
83850	0.67123
54465	2.3614
2107	5.3964
2108	1.0095
2109	1.0765
254013	1.336
2110	0.98009
144363	-0.5116
23474	1.5324
55500	3.728
55224	1.3328
64850	2.6631
2113	4.2763
2114	4.1552
2115	3.0421
2116	-0.21594
2117	3.9438
440695	-0.3174
2118	2.5151
2119	6.2286
2120	4.2025
51513	-0.39102
84141	0.86696
55194	-0.80971
59271	1.8605
2121	0.28307
132884	0.50913
2123	0.65362
2124	1.0099
115704	4.5945
51466	4.2935
2125	1.4189
645027	-1.4482
2128	1.078
344191	0.76783
2130	6.6856
161829	-1.5009
54932	-1.0552
9156	1.3316
64789	1.2435
55763	3.7051
55770	4.5464
11336	4.5341
283849	0.21197
90332	2.7954
60412	3.3292
10640	2.771
54536	2.4204
23233	3.5497
23265	3.1036
149371	3.9823
9941	-0.80257
51013	0.63068
5394	2.6637
23404	1.3806
51010	1.1717
54512	0.34298
56915	1.0628
118460	-1.4872
23016	1.3817
11340	-1.5803
5393	0.93512
23086	0.87684
2131	6.0199
2132	3.0116
2134	1.7726
2135	1.2334
2137	4.55
2138	5.5221
2139	3.4453
2140	3.4875
2070	3.9401
346007	1.8632
2145	5.6447
2146	6.2768
7430	3.4042
2159	1.5556
2160	0.46257
50848	1.8945
2161	-0.40103
2162	3.2688
2165	2.0963
2147	4.5316
2149	1.8346
2150	1.465
2151	0.71367
9002	0.3494
2152	2.0572
2153	4.8456
2155	0.8572
79152	2.4533
2166	0.47906
80233	0.99234
199990	0.45729
91442	0.34598
2168	0.33834
2169	0.96024
2170	1.3639
2167	-0.84253
2171	1.7731
2172	0.56537
2173	0.46761
646480	0.54048
8772	0.41499
3992	4.5855
9415	4.8017
3995	2.9418
283985	0.47515
11124	3.4838
23197	5.3754
2184	1.0565
81889	0.12402
51011	1.1834
151313	1.0146
23017	2.707
399665	2.5015
284611	3.2309
11170	-0.8683
83641	1.8151
83541	0.23085
90362	2.7662
642273	-1.7647
79927	-1.458
63901	0.024793
374393	0.27046
92689	0.52127
10827	0.81702
81558	2.4882
150864	2.5006
55007	2.0786
79607	2.2696
23196	7.0429
158293	0.88819
84498	1.4345
220108	-0.72234
79843	0.63759
84668	2.4334
285172	3.3124
131408	2.2008
9715	2.7869
348487	1.2578
257415	1.6409
57579	4.0041
51059	5.6969
84908	-0.66272
10144	3.2533
220965	3.4885
25854	0.88418
317662	1.5244
338094	0.39663
167555	1.1643
84140	1.258
145483	1.9234
26355	-0.14529
221303	-0.15562
642968	0.43151
401565	-0.57355
730112	-0.77733
339778	-0.24045
83648	-1.8633
84734	1.1943
23201	4.2024
130074	0.30359
340069	1.5514
170370	0.033766
221061	4.9655
284069	3.0433
165215	5.2339
83989	1.4778
345757	-0.19558
400451	-0.60128
55009	-1.6923
283635	0.33836
51252	0.65507
389558	0.37021
399888	-0.38886
220382	-0.74685
440585	1.0447
79632	3.2587
27146	1.332
222234	1.7655
121006	3.134
84070	1.6367
100528020	1.1766
148109	0.37282
23359	0.87409
9413	1.6889
10712	1.9918
8603	7.1359
54540	3.2569
221786	2.4583
285550	0.60789
63877	2.2302
259308	5.2816
85395	-0.084217
200232	1.253
388799	-0.28719
54757	0.86545
9917	2.431
56975	0.30631
125228	2.2432
116151	0.66095
56204	4.2221
80256	3.1796
29902	0.93542
144809	0.83714
222826	1.1991
63939	0.49254
203259	2.7515
57184	-0.20805
84792	-0.2255
340277	-0.45877
392307	0.96072
84915	2.1306
55731	3.4156
646851	0.37674
196951	-1.5733
653140	1.5356
375190	0.27172
100128071	-0.87775
619208	1.9342
83986	0.82241
57613	3.5555
200726	-0.5869
100132146	-0.66848
285095	-1.2635
132720	1.0878
219738	0.76895
118670	0.63469
196792	0.25648
643161	1.1793
644054	0.64964
100133093	0.53765
26017	1.1413
54097	0.65677
10447	1.6544
131177	0.87452
131583	0.25745
163933	-0.98196
100129583	0.67802
100631383	0.68033
26240	2.8422
9679	3.2213
51307	3.7291
149647	0.45238
153745	0.71613
196472	1.1185
161142	1.5313
112703	0.07476
284418	0.2118
346653	0.23716
729533	1.8333
554282	0.50037
728833	0.57458
199870	0.91883
143684	3.7724
286336	1.9751
149297	1.7324
145773	3.2005
153643	0.055415
84985	1.3346
222584	1.8529
128876	0.18824
81610	-0.99866
54854	-0.22307
113828	-1.0803
644815	2.1968
286077	0.95516
375061	-1.6217
23625	0.43831
51439	0.63975
55138	0.63634
157769	4.9305
25940	3.2425
283742	0.32059
22909	1.291
2175	-2.3084
2176	1.282
2177	3.4789
115795	0.69318
2178	1.6577
2188	
2189	1.0649
55215	1.8073
55120	-0.67628
57697	3.415
92565	0.052164
2191	1.9935
84188	3.2405
55711	3.7667
10160	4.8651
9855	1.3756
10667	1.3457
2193	2.6614
10056	1.1107
355	3.8819
356	2.8142
2194	9.8236
10922	3.1178
79675	1.3718
22868	0.57029
79072	0.74367
60493	1.8552
2195	7.6446
2196	7.5969
120114	10.563
79633	10.835
2197	3.3107
84553	4.4174
10826	-0.21432
85302	0.24281
84893	5.9264
2091	4.0193
54751	1.1101
2192	5.0646
2199	1.9267
10516	3.7978
129804	1.2618
2200	14.702
2201	11.193
84467	3.5863
2203	0.8136
8789	1.0166
64319	5.1506
57666	2.1702
54850	0.020179
144699	2.2842
79176	-0.67138
146330	2.9566
64839	2.8088
80028	0.71336
54620	3.6524
25827	3.1787
84961	4.1657
283807	-0.31149
26224	3.2807
26235	2.3629
26234	4.7044
26233	-0.2116
23194	3.305
55336	-2.62
26267	3.7929
80204	6.1134
201456	2.5444
157574	1.5674
115290	-1.8006
26232	-0.10968
23014	4.1108
26263	2.5238
26261	3.5619
26260	0.13348
126433	-0.63
23219	3.5693
26273	4.0232
84085	4.3099
79791	3.0333
114907	3.4631
254170	2.818
55030	2.3128
130888	-0.17219
81545	5.1562
162517	2.2385
26272	0.605
51725	0.4872
150726	2.6389
54455	5.8153
286151	4.2601
93611	1.4836
200933	3.1789
23403	2.7207
494188	2.1902
554251	0.68739
26271	3.7793
26270	2.1104
25793	1.6281
26269	2.5149
26268	2.8696
10517	3.3428
23291	5.0299
285231	1.2059
26190	4.1354
6468	1.3802
54461	-3.2066
55294	6.5151
26259	0.3027
84261	2.1158
83953	0.48041
2204	0.90655
2207	2.3093
2208	0.99829
51077	1.3916
8857	5.8679
2209	2.3924
2212	1.7235
2214	1.3866
2215	-0.03715
2217	2.5474
115548	3.7791
89848	-1.0407
9873	4.2439
9214	0.46252
2219	-0.73643
2220	0.69526
8547	0.52101
115350	2.3837
79368	1.2747
115352	-0.8486
83417	2.4921
83416	1.3477
343413	0.31547
84824	0.68529
127943	-0.98331
197258	-0.67054
260436	0.66413
2222	-2.3227
2224	2.7806
2230	0.92364
112812	0.95758
91893	1.339
2232	1.9567
2235	2.183
55527	-0.14258
10116	4.0473
56929	3.2992
2237	1.1667
2241	3.282
90342	4.5739
654463	3.0454
222894	0.6667
55612	2.2258
10979	5.1987
83706	4.4085
2242	1.7186
26998	0.91171
54738	0.55784
9638	2.7844
9637	-1.8206
389549	3.8121
55079	4.1363
2864	-0.34968
2867	0.85253
2865	0.40555
338557	1.297
2243	0.02893
2244	3.1335
221472	2.1232
89846	2.6633
121512	5.1174
152273	7.3775
55785	4.2522
2246	1.3583
2255	3.3689
2256	0.0079452
2257	1.5949
2259	2.9157
8822	3.2221
8817	3.0729
9965	-0.27377
2247	1.0586
26281	1.1682
26291	0.099258
27006	-1.6264
8074	0.35766
2248	-0.19359
2249	0.55969
2250	0.23071
2251	0.98317
2252	2.2113
2253	2.2549
2254	3.0608
9982	0.67924
83888	-0.13894
143282	0.29325
2260	6.8189
26127	2.0025
2263	6.7473
2261	4.9004
2264	2.2468
53834	0.80697
2266	3.7351
55277	0.32946
2267	-1.8876
10875	2.3997
2268	4.0422
2271	3.4706
85462	3.038
729830	2.2343
84067	5.0628
57700	3.3881
64760	0.31311
2272	-0.21986
2274	2.0862
2275	2.1443
9457	-0.0587
29109	2.0653
80206	5.3291
84929	-1.0596
387758	1.208
9158	1.3805
11153	2.3641
9896	1.6466
344018	0.75643
55137	5.1847
63979	2.9567
401720	-0.14546
27145	3.6938
11259	3.8422
81608	4.5336
51024	1.0988
161247	2.0332
128486	1.4644
84922	1.2103
24147	-0.11662
60681	2.4265
51303	0.7471
55033	0.38758
23307	2.974
2280	1.1552
2281	1.6266
2286	0.76849
2287	1.5546
2288	2.8428
2289	3.239
8468	1.1632
51661	0.28176
23770	4.6511
11328	2.8543
63943	-0.16127
79147	-0.42697
2218	1.3394
130540	0.15853
80308	2.5037
201163	4.4153
2312	-0.98773
388698	-0.9498
2313	4.5172
2314	3.9009
2317	7.6442
2318	8.5977
10211	2.1946
2319	2.589
23769	2.707
23768	3.3142
23767	3.4111
2321	6.4821
2322	5.1196
2323	3.1804
2324	8.4503
28982	1.3679
55640	1.8848
84256	-2.3091
114984	1.3416
154791	1.3551
100996928	3.4466
342184	1.3939
56776	5.5975
752	5.6807
114793	5.0025
91010	5.0746
2326	1.9098
2327	1.5159
2328	0.065436
2329	0.095816
2330	-0.29249
2331	2.1656
2335	9.3648
64122	-0.24503
79672	-0.25661
23048	4.6326
54874	2.838
23360	6.2248
84624	4.3386
643988	-0.56358
79025	0.45187
22862	5.667
64778	8.0388
64838	2.5109
252995	2.0098
163479	1.32
54752	0.45643
408263	1.8143
96459	6.2566
57600	5.7618
2339	0.50655
2342	3.3467
2346	2.6701
219595	1.5484
2348	2.3443
2350	1.5834
2352	2.112
2353	2.861
2354	3.0993
8061	1.5229
2355	3.6643
3169	2.8136
3170	3.2815
3171	1.2956
27023	2.2856
442425	-0.93232
2296	0.9503
2303	-0.24539
2297	-0.65395
2306	-1.3082
27022	-0.18446
2298	0.15585
200350	2.0646
286380	2.6891
349334	1.9655
653427	2.2906
653404	1.0178
2304	-0.62745
2301	-0.90182
2294	2.4654
2295	1.3783
2290	3.3866
8928	-0.11854
2299	1.2589
399823	-1.7266
344167	2.0421
2302	2.3494
55810	5.077
22887	3.5525
221937	3.0077
3607	2.7959
2300	0.18545
668	-0.39204
401089	-1.4746
116033993	-2.1034
2305	4.1817
8456	4.1835
3344	2.5167
1112	4.0275
121643	4.043
2308	4.0705
2309	4.1619
2310	0.16263
100132074	1.2835
27086	6.0137
93986	8.2526
116113	4.5866
94234	-1.1518
283150	1.4897
55572	0.84085
80020	2.5253
2307	1.5408
2356	0.42304
8790	0.89759
100526835	-1.7423
2357	-0.42194
2358	0.50376
2359	-0.14439
118924	0.19148
80144	5.6941
10023	-0.28862
23401	0.38636
158326	-0.11487
341640	6.1113
166752	1.9747
2483	2.039
448831	1.7425
441581	2.1385
100288801	0.35777
2444	1.3191
257019	3.5058
55691	4.3311
23150	3.4517
84978	4.0566
122786	2.3307
83786	0.71324
22844	3.2013
143162	1.819
391059	1.1399
23732	0.40237
10818	3.7339
10817	2.8397
10129	8.2349
285527	7.5309
2487	-0.35763
100861412	1.2443
84075	0.6585
6624	3.3242
25794	-1.9613
29999	0.84933
79187	3.743
83856	1.9493
123722	0.76234
2488	1.0847
2492	1.0289
161835	-0.055514
401024	5.0512
10468	4.1599
11167	1.9855
10272	-0.2549
23105	4.5458
56884	2.487
10841	-1.9492
2495	3.175
2512	-0.088293
94033	1.0738
79068	1.8573
117246	5.5133
8880	4.0048
8939	3.769
2517	0.53936
2519	1.3426
282969	-1.0418
5045	6.2478
2521	7.0345
2523	-0.29851
84750	1.4158
170384	-0.41089
2524	0.32918
2525	-0.88587
2526	1.0474
2527	0.28326
2528	0.18151
2529	1.1217
2530	3.2714
10690	2.2885
80199	0.74066
2395	1.9744
8087	2.8139
9513	4.6697
5348	1.8242
486	0.90395
5349	1.2893
53828	1.1306
53827	1.1632
53826	1.9422
100533181	1.9605
53822	1.065
2533	4.23
199920	0.46594
79443	2.9402
2534	5.8692
84248	1.865
8321	2.9602
11211	1.97
2535	2.8172
7976	3.6364
8322	3.1771
7855	3.3241
8323	0.49848
8324	2.4109
8325	2.4533
8326	-0.039793
51343	4.6702
50486	0.50889
55632	2.2223
10146	0.96304
9908	1.3712
2538	1.5707
57818	-0.17068
92579	1.3856
2548	1.3482
9846	3.7629
11337	0.90985
23710	1.8942
11345	0.27219
2550	6.4135
9568	4.9252
2551	5.0791
2553	3.1059
126626	2.0751
2554	4.4845
2555	3.2429
2557	4.0808
2558	3.5262
2559	0.46403
2560	3.5494
2561	4.317
2562	4.3065
2563	2.4511
2565	0.056641
2566	4.3013
2567	3.3655
2568	-0.25685
2569	0.37507
2570	1.3952
200959	2.0339
2571	3.9819
2572	4.8644
1647	1.9535
4616	1.235
10912	1.8285
90480	0.45767
339896	0.49687
2580	4.2026
51083	0.21983
9514	2.2786
64090	-0.91533
89792	-0.83005
79690	0.15983
2581	1.3004
2582	1.7981
2584	0.57664
2585	1.3993
130589	-0.3468
2588	-0.13231
2589	4.5949
55568	3.0954
63917	2.622
79695	1.1391
114805	2.4483
79623	1.7276
117248	0.65536
57452	3.5334
64409	3.7669
374378	2.2742
2590	4.5636
2591	2.5608
8693	3.0891
11227	1.3638
11226	1.2809
51809	2.0354
26290	0.55597
50614	0.93804
168391	1.0318
442117	2.5993
85569	0.069369
2587	1.4777
8811	0.12827
8484	-0.14044
2592	1.794
2593	-0.44312
8139	2.2308
23193	6.1462
2596	3.1511
2597	2.679
26330	0.53107
202309	0.28516
26130	5.5647
54433	1.2082
64762	4.5376
150946	2.1767
84253	3.7882
9710	4.6004
2617	3.6347
2618	5.1337
2619	-0.20764
10634	1.2549
246176	1.9122
283431	1.1081
2621	2.757
8522	2.9853
2622	-0.9458
729085	-0.19263
51313	1.5601
2520	0.77193
2624	4.1832
2625	3.8499
2626	3.369
140628	-0.74768
2627	3.3946
57798	0.24231
54815	5.6284
57459	5.2846
5188	2.2238
283459	0.54413
347862	-0.093761
2628	3.4316
2629	3.1027
57704	3.1824
2632	0.58706
26301	0.67587
2633	0.65099
2634	0.9938
2635	0.85263
115361	-0.71733
163351	1.1074
388646	2.1696
2636	2.1443
2637	2.5507
2638	-0.067707
25801	0.044712
23464	1.2287
79571	3.1042
9648	4.5171
2639	2.8014
6936	-1.3022
2641	1.5684
2642	1.3174
2643	1.6417
2644	-1.1741
2645	2.0973
2646	0.67814
2729	4.0576
2730	0.13794
8521	2.9166
9247	0.74616
10985	9.2447
2650	2.1093
2651	0.032555
9245	0.3567
51301	2.2741
257144	1.1115
148823	-0.15601
2653	0.90062
9615	1.2623
54332	1.5613
78997	1.9084
54834	0.6119
51573	0.22158
2657	-2.208
2662	0.98224
10220	2.9607
9518	-0.15237
2658	0.71992
9573	0.34118
8200	2.6733
392255	3.7295
151449	-0.28549
2665	1.9718
2668	2.1151
284161	-0.16796
79153	0.54696
220032	1.2159
81544	2.1647
390637	0.50937
2669	0.55107
8487	0.0026241
50628	1.7661
25929	2.7426
79833	0.48376
79760	0.61405
348654	0.081339
7485	0.63176
439	2.4887
51608	0.95921
2670	1.4639
2671	-1.4384
2672	2.5798
8328	2.4433
85476	2.5108
84340	1.0842
54438	2.7047
81577	2.7833
2673	2.643
9945	0.78809
2674	3.8591
2675	2.6418
2676	2.0446
64096	-3.2691
389400	0.71156
7264	-0.066883
100507003	0.29644
26088	4.0583
23062	1.3686
23163	1.4312
87769	1.4286
79017	0.50006
2677	2.2107
8836	0.69256
199720	0.69357
79893	5.8425
9453	1.4003
2678	3.6957
728441	0.95323
2687	0.37686
124975	1.0411
2686	3.0498
92086	1.0797
2688	1.9898
2689	1.4495
84514	0.74063
27069	1.5001
2690	2.9608
2691	1.6004
2692	1.4939
51738	-0.43734
2693	1.3118
79018	2.0507
54994	2.7616
64599	3.8379
26058	8.7553
170575	2.4159
100527949	1.6623
26157	0.72696
55303	0.97562
55340	0.58815
474344	0.62038
168537	
155038	0.98675
100507096	0.43318
54826	1.3318
116254	0.41903
9837	-0.075526
51659	-0.29909
64785	0.43432
84296	1.4504
2695	0.26001
10755	2.4009
54810	-1.016
126326	1.56
2696	-1.8349
28964	6.3785
9815	2.4902
2697	3.2578
84694	-1.4605
2700	-0.44088
2701	2.2102
2702	1.9988
2703	0.51626
81025	0.23269
2706	-2.7124
2707	0.82936
127534	-0.43022
2709	0.19234
10804	0.11421
375519	-1.9615
10052	3.8855
57165	0.9891
349149	0.76437
57369	2.126
125111	
219770	-0.93613
2712	0.27333
256356	2.4466
80318	1.9057
56287	0.23211
200504	1.1221
2720	1.8336
79411	2.28
89944	1.2802
112937	-0.30781
113263	1.8774
26035	3.7007
2731	0.80141
342035	0.99563
2733	0.82508
2734	4.7836
2735	3.506
2736	5.6708
2737	6.6456
2738	-1.3275
11010	0.62248
256710	0.27182
144321	0.65685
152007	-0.43089
84662	2.9429
169792	2.4059
11146	0.17249
112770	0.20552
2740	3.7777
9340	0.043864
2741	1.536
8001	0.75306
2743	2.1007
2745	0.47637
51022	0.20216
10539	0.026756
51218	-0.13077
2744	1.0176
27165	2.6855
144423	1.4392
360203	0.93139
55830	0.78534
83468	0.27858
51228	-0.0070941
388323	-0.40886
2746	2.4508
2752	4.0009
10249	-0.733
219970	-0.46405
389396	-0.3339
132158	0.23939
84656	5.1752
2760	1.5093
64395	-0.11353
64396	1.0379
2762	2.1856
10691	4.6058
26205	3.9133
9535	0.73014
51291	3.7151
2765	0.61023
647309	1.8273
29926	0.99789
29925	0.50979
2766	0.70874
51292	0.374
8833	0.91816
2767	4.1184
2768	2.7975
10672	3.8091
9630	-0.68908
2769	1.83
2770	2.1498
2771	4.5106
2773	1.2466
2774	-0.078172
2775	4.5168
2776	1.784
2778	4.497
2779	0.76462
2780	0.83553
346562	1.4114
2781	3.7922
2782	3.1099
54584	1.3399
2783	4.0401
2784	1.0878
59345	1.9108
10681	0.89982
10020	2.3702
2790	-0.9387
55970	1.6441
51764	-0.054134
2785	0.85752
2786	-0.32503
2787	1.0951
2788	1.5672
94235	0.28997
2793	0.43911
2794	5.2555
29889	2.3097
26354	-0.32708
10578	0.21099
27232	0.18866
8443	2.987
10007	0.92466
132789	0.41091
79158	2.9325
84572	-0.41376
2796	1.1661
2797	-0.51922
2798	1.9324
2799	0.46849
2800	3.0723
9950	2.6246
342096	3.0068
55889	2.3408
653641	2.5025
653643	0.65531
283767	0.81915
647042	3.2836
283685	0.054985
440243	0.34434
727832	1.4509
728310	1.7885
401647	0.75966
23015	1.2987
440270	1.2066
728498	-1.5989
653125	0.89367
653720	1.4249
643699	1.0562
728047	1.7034
727909	0.83588
101059918	-1.114
653061	0.35493
653075	1.5896
27333	2.8006
51280	1.9498
113201	2.8267
64083	1.1812
55204	0.18394
127845	1.2713
54856	6.6193
84520	1.6135
57120	2.2689
92344	2.2001
64689	1.0955
26003	2.1682
9527	0.5815
9570	0.68601
2805	2.8532
137362	0.75918
2806	3.3713
2811	0.97595
2812	-0.57878
2813	1.0106
2814	0.58014
51206	-1.4251
2815	
10223	1.6122
8733	0.96295
55425	0.073998
57678	2.6441
7918	0.75057
84803	0.56156
137964	4.626
55094	3.2337
253635	1.3995
55105	0.5474
55668	2.3843
63906	1.3628
54865	-0.56015
23131	6.5993
151306	-0.18024
65056	4.2983
60313	3.2855
2817	2.1536
221914	0.97814
2262	0.76264
10082	4.7117
56261	1.8958
2819	1.7944
23171	1.5489
2820	2.3964
2852	-0.64974
170589	0.66356
122876	0.7539
10243	4.3693
2821	2.2677
338328	-0.21647
2822	2.3267
11321	0.65103
54707	0.66915
51184	-0.401
10457	-1.0507
57720	1.9731
2835	2.4139
29933	-0.22076
56834	2.5197
7107	0.13933
283554	1.4586
124274	2.4117
353345	0.5443
350383	0.31245
344561	0.50212
344758	-0.10549
2838	0.7228
285601	-2.7193
134391	0.88359
