Entrez	Chrom	Start	End	GeneSize
146395	16	27787528	28063714	276186
1464	15	75674322	75712848	38526
146429	16	89195761	89201651	5890
146433	16	70579895	70660682	80787
146434	16	3432414	3443504	11090
146439	16	3027682	3036944	9262
146456	16	69343250	69351786	8536
1465	1	201483530	201509456	25926
146513	16	86286427	86293389	6962
146540	16	30573740	30585769	12029
146542	16	30569672	30572734	3062
146547	16	31138926	31150083	11157
146556	16	5044122	5066110	21988
146562	16	4734344	4749396	15052
1466	12	76858709	76879023	20314
146664	17	76868404	76950393	81989
146691	17	17843507	17972422	128915
146705	17	81228277	81239091	10814
146713	17	79089345	79611051	521706
146722	17	74694311	74712978	18667
146723	17	74584679	74626003	41324
146754	17	7717744	7833742	115998
146760	17	1934677	2025334	90657
146779	17	62343941	62416480	72539
146795	17	72342692	72356101	13409
1468	17	81712236	81721016	8780
146802	17	19678288	19718979	40691
146822	17	14235673	14236862	1189
146845	17	9576627	9643447	66820
146849	17	8729935	8745219	15284
146850	17	8802722	8867677	64955
146852	17	8339840	8346048	6208
146853	17	35760887	35765079	4192
146857	17	35435096	35448837	13741
146861	17	35192520	35194393	1873
146862	17	35147817	35189345	41528
146894	17	43847148	43863639	16491
1469	20	23747562	23751268	3706
146909	17	44924709	44947773	23064
146923	17	42980565	42995142	14577
146956	17	50373220	50381483	8263
147	5	159865080	159973012	107932
1470	20	23823769	23826729	2960
147007	17	28357642	28363683	6041
147011	17	28703197	28711888	8691
147015	17	28897781	28903079	5298
147040	17	7351889	7354944	3055
147081	17	45633049	45636444	3395
147093	17	41549606	41554495	4889
1471	20	23626706	23638473	11767
147111	17	81952507	81961840	9333
147138	17	78130770	78142968	12198
147179	17	40219304	40284136	64832
147183	17	40748021	40755331	7310
147184	17	40819071	40836273	17202
147199	11	193078	194575	1497
1472	20	23685640	23689038	3398
147276	18	13239543	13242076	2533
1473	20	23875934	23879748	3814
147323	18	54324358	54357964	33606
147339	18	46173553	46266992	93439
147372	18	59430939	59697662	266723
147381	18	72536680	72638521	101841
1474	11	66012008	66013505	1497
147407	18	31759584	31760880	1296
147409	18	31376777	31414912	38135
147463	18	23598926	23662911	63985
147495	18	10454635	10489949	35314
1475	3	122325248	122341969	16721
1476	21	43772511	43776330	3819
147645	19	51331536	51342139	10603
147646	19	51388289	51390591	2302
147650	19	51688346	51712387	24041
147657	19	52297169	52325922	28753
147658	19	52429148	52452315	23167
147660	19	52453553	52516882	63329
147664	19	53013921	53016123	2202
147670	19	56643159	56657247	14088
147685	19	57958437	57974534	16097
147686	19	57921882	57935402	13520
147687	19	57900296	57916610	16314
147694	19	57389850	57403498	13648
147699	19	45488777	45503129	14352
1477	20	56392371	56406362	13991
147700	19	45333434	45351520	18086
147710	19	44613563	44636781	23218
147719	19	41837074	41844697	7623
147727	19	10651859	10653879	2020
147741	19	9466355	9498616	32261
147744	19	55376826	55378246	1420
147746	19	40379271	40390181	10910
147798	19	54160108	54173250	13142
1478	X	100820391	100841520	21129
147804	19	53431984	53444670	12686
147807	19	55600022	55603138	3116
147808	19	55620741	55624566	3825
147837	19	12317477	12333720	16243
147841	19	11131520	11155807	24287
147872	19	49388219	49417990	29771
1479	11	33077188	33162371	85183
147906	19	46647551	46661182	13631
147912	19	45764785	45769252	4467
147920	19	46143106	46161298	18192
147923	19	37007857	37130368	122511
147929	19	36182276	36246257	63981
147945	19	55836540	55881855	45315
147948	19	56375846	56393538	17692
147949	19	56397966	56436035	38069
147965	19	38403093	38409088	5995
147968	19	38730187	38769904	39717
147991	19	32405543	32485895	80352
148	8	26748150	26867278	119128
148003	19	39655913	39660647	4734
148014	19	40216058	40218384	2326
148022	19	4815932	4831712	15780
148046	19	1267471	1270260	2789
148066	19	5455417	5456856	1439
148103	19	34758073	34773229	15156
148109	19	35224800	35228739	3939
148113	19	19538248	19546659	8411
148137	19	35758143	35771166	13023
148145	19	28883430	28970874	87444
148156	19	8806170	8832314	26144
148170	19	54465026	54473296	8270
148189	19	27681072	27794005	112933
148198	19	22391019	22532485	141466
1482	5	173232109	173235311	3202
148203	19	21358930	21388582	29652
148206	19	21082159	21125270	43111
148213	19	23739195	23758891	19696
148223	19	1461143	1479219	18076
148229	19	1782075	1812276	30201
148231	19	16031170	16066312	35142
148252	19	2714567	2721372	6805
148254	19	2841437	2860471	19034
148266	19	37411155	37469275	58120
148268	19	37467585	37488652	21067
148281	1	114089291	114153880	64589
148304	1	209779208	209784559	5351
148327	1	153967534	153974361	6827
148345	1	10946471	10982076	35605
148362	1	222712553	222735196	22643
148398	1	923923	944575	20652
148413	1	1399476	1402054	2578
148418	1	84298366	84389957	91591
148423	1	85249953	85259672	9719
148479	1	6613731	6624030	10299
1485	X	154617609	154619282	1673
148523	1	150282543	150287093	4550
148534	1	95117355	95197607	80252
148545	1	108222464	108244081	21617
148581	1	64203623	64267368	63745
1486	1	84549611	84574480	24869
148641	1	233904676	234324511	419835
148645	1	6234692	6239448	4756
1487	4	1211445	1250333	38888
148709	1	202861713	202875241	13528
148738	1	146017468	146036746	19278
148741	1	145866560	145885866	19306
148753	1	179743291	179816198	72907
148756	1	180509380	180566523	57143
148789	1	235447190	235504452	57262
1488	10	124984317	125161170	176853
148808	1	205568885	205602918	34033
148811	1	205828025	205850132	22107
148823	1	247507058	247577690	70632
148867	1	100896076	100996260	100184
148870	1	3746460	3771645	25185
148898	1	23368485	23371858	3373
1489	16	30896614	30903547	6933
148930	1	46545641	46551647	6006
148932	1	46607719	46616811	9092
148979	1	53506237	53739164	232927
1490	6	131948176	131951372	3196
149013	1	146938324	146996202	57878
149018	1	153203430	153205120	1690
149041	1	173931084	174022357	91273
149069	1	32209089	32216192	7103
149076	1	33256492	33300719	44227
149086	1	31500085	31508566	8481
149095	1	155033824	155050930	17106
1491	1	70411218	70439851	28633
149111	1	224434660	224740554	305894
149175	1	37793847	37801137	7290
149233	1	67138907	67259979	121072
149281	1	170145959	170168866	22907
149297	1	166057426	166167001	109575
1493	2	203853888	203873965	20077
149345	1	201888680	201892587	3907
149371	1	231332753	231337852	5099
149373	1	231184098	231187627	3529
149420	1	26111165	26125555	14390
149428	1	151036321	151047720	11399
149461	1	42733093	42740254	7161
149465	1	43172330	43254358	82028
149466	1	43281877	43285617	3740
149473	1	43991359	43996528	5169
149478	1	44808523	44817381	8858
149483	1	45620044	45624057	4013
149499	1	156920632	156933094	12462
1495	5	138610967	138935034	324067
149563	1	16004236	16008807	4571
1496	2	79185231	80648861	1463630
149603	1	228487382	228499899	12517
149628	1	158930796	158977059	46263
149643	1	212830141	212847649	17508
149647	1	212624474	212626775	2301
149685	20	38581195	38588463	7268
149699	20	43726164	43727002	838
1497	17	3636459	3663103	26644
149708	20	45109452	45115174	5722
149773	20	58515379	58623080	107701
149775	20	58818893	58855296	36403
149830	20	4731279	4740668	9389
149837	20	5481788	5526741	44953
149840	20	5750393	5864395	114002
1499	3	41194741	41260096	65355
149950	20	32581961	32608893	26932
149951	20	32702699	32743467	40768
149954	20	33079643	33111751	32108
149986	20	62122461	62135374	12913
149998	21	14108813	14210955	102142
15	17	76453351	76470117	16766
150	10	111077029	111080907	3878
1500	11	57753243	57819546	66303
150051	21	31559245	31560487	1242
150082	21	39405728	39445805	40077
150084	21	39745183	39802081	56898
150094	21	43414483	43427131	12648
1501	5	10971836	11904446	932610
150135	21	41711461	41715775	4314
150142	21	42009078	42055131	46053
150147	21	42102134	42108534	6400
150159	4	102885048	103019719	134671
150160	22	16590751	16592810	2059
150165	22	16783412	16825411	41999
150197	22	20206340	20235981	29641
150209	22	20965108	20981360	16252
150221	22	21545666	21551461	5795
150223	22	21628089	21630064	1975
150248	22	23762990	23765863	2873
150274	22	28742039	28757515	15476
150275	22	28772674	28789301	16627
150280	22	30080464	30177075	96611
150290	22	30652051	30667887	15836
150291	22	30922294	30932449	10155
150297	22	32149006	32159322	10316
1503	1	40979300	41012565	33265
150350	22	39743044	39893864	150820
150353	22	40859549	40862113	2564
150356	22	41229510	41240931	11421
150365	22	41699503	41799456	99953
150368	22	42074248	42079438	5190
150372	22	42380407	42432403	51996
150379	22	43879678	43892013	12335
150383	22	46244011	46250311	6300
150384	22	46295143	46296660	1517
1504	16	75218988	75226338	7350
150465	2	112482156	112541739	59583
150468	2	112736349	112764664	28315
150472	2	113437691	113496204	58513
150483	2	94871430	94876823	5393
150527	2	130570829	130584161	13332
150538	2	199457671	199477035	19364
150572	2	88067825	88113384	45559
150577	2	100208152	100254182	46030
150590	2	99141707	99151669	9962
150596	2	149745635	149871321	125686
1506	16	67927640	67932365	4725
150677	2	240139026	240144562	5536
150678	2	240126563	240136807	10244
150681	2	240044571	240053521	8950
150684	2	61888724	62147247	258523
150696	2	95274449	95291308	16859
150709	2	189674290	189761193	86903
150726	2	73254682	73284478	29796
150737	2	177548998	177552796	3798
150763	2	96021946	96039451	17505
150771	2	96325317	96330517	5200
150776	2	131492813	131521576	28763
150786	2	131360492	131364168	3676
1508	8	11842524	11869533	27009
150864	2	202634969	202769757	134788
1509	11	1752752	1764573	11821
150921	2	27149004	27156974	7970
150946	2	26173088	26189663	16575
150962	2	60939610	61018259	78649
150967	2	216217045	216246041	28996
150992	2	64185078	64205485	20407
151	2	96112876	96116571	3695
1510	1	206008535	206023909	15374
151009	2	110353799	110384528	30729
151011	2	109542799	109614143	71344
151050	2	210021421	210171409	149988
151056	2	28457145	28644142	186997
1511	14	24573518	24576250	2732
151112	2	186827475	186849208	21733
151121	2	129242173	129273848	31675
151126	2	179441982	179861612	419630
151174	2	238224290	238231738	7448
151176	2	238158970	238168900	9930
151188	2	152717647	152762396	44749
151194	2	207580631	207625928	45297
151195	2	207711540	207761839	50299
1512	15	78921058	78949574	28516
151230	2	169694488	169776989	82501
151234	2	108322238	108353799	31561
151242	2	181954241	182131398	177157
151246	2	200510008	200584096	74088
151254	2	201487421	201619178	131757
151258	2	164894354	164955525	61171
151278	2	222298147	222305217	7070
151295	2	219161465	219170095	8630
1513	1	150794880	150809577	14697
151306	2	218259496	218263861	4365
151313	2	97082040	97094898	12858
151354	2	14632700	14650814	18114
151393	2	37923187	38067142	143955
1514	9	87724051	87731469	7418
151449	2	20667144	20679243	12099
151473	2	230034982	230068993	34011
151475	2	230690065	230711470	21405
151477	2	231465513	231515851	50338
151484	2	230886149	230904693	18544
1515	9	97029677	97156556	126879
151507	2	233864663	233868386	3723
151516	2	69960089	69961631	1542
151525	2	159235798	159286703	50905
151531	2	157876679	158136154	259475
151534	2	74498057	74505091	7034
151556	2	174431571	174487094	55523
151613	3	180602163	180617828	15665
151636	3	122564338	122575203	10865
151647	3	68731766	68953297	221531
151648	3	20160593	20186206	25613
151649	3	19979961	20012267	32306
151651	3	19879472	19947025	67553
151658	3	107840228	107882250	42022
151742	3	160755602	161078902	323300
151790	3	167478684	167653983	175299
151827	3	169793003	169812986	19983
151835	3	9703826	9729908	26082
151871	3	109293788	109316517	22729
151877	3	65872815	65954558	81743
151887	3	112596797	112649530	52733
151888	3	112461067	112499472	38405
1519	4	155921580	155953912	32332
151903	3	46916634	46982010	65376
151963	3	192796815	192917856	121041
151987	3	72996803	73069198	72395
152	4	3766348	3768526	2178
1520	1	150730079	150765957	35878
152002	3	195068284	195271159	202875
152006	9	36336396	36487548	151152
152007	9	36136536	36163913	27377
152015	3	125969160	125983454	14294
152024	3	24096269	24103238	6969
152048	3	37241789	37244202	2413
152065	3	126526999	126558965	31966
152098	3	28348721	28538122	189401
1521	11	65879809	65883741	3932
152100	3	28241584	28325142	83558
152110	3	27106484	27369460	262976
152118	3	153431856	153502697	70841
152137	3	191329085	191398659	69574
152138	3	191461163	191461456	293
152185	3	113442718	113515187	72469
152189	3	32238679	32370321	131642
152195	3	131361687	131365133	3446
1522	20	58985686	59008238	22552
152206	3	42705756	42773253	67497
152217	3	196942674	196943543	869
152225	3	101868657	101997926	129269
152273	3	14810853	14934571	123718
152274	3	14799331	14811414	12083
1523	7	101815904	102283958	468054
152330	3	2098813	3057959	959146
1524	3	39263495	39281735	18240
152404	3	118900557	119146068	245511
152405	3	119146151	119160042	13891
152485	4	145757627	145938823	181196
1525	21	17513043	17593579	80536
152503	4	151102751	151409365	306614
152518	4	47847233	47914667	67434
152519	4	47914142	48040173	126031
152559	4	78887127	78939438	52311
152573	4	42397488	42402487	4999
152579	4	52872982	53366066	493084
152586	4	140442262	140498377	56115
152641	4	183059174	183099199	40025
152687	4	53286	88208	34922
1527	X	154271265	154295853	24588
152756	4	164956946	164959122	2176
152789	4	6026199	6200591	174392
1528	18	74250846	74291973	41127
152815	4	75513946	75550473	36527
152816	4	75556048	75565871	9823
152831	4	39406930	39451533	44603
152877	4	1617915	1684313	66398
152926	4	88257620	88284769	27149
152940	4	158893134	159038760	145626
152992	4	8436140	8493531	57391
153	10	114043866	114046904	3038
153020	4	81426393	82044244	617851
153090	9	121567057	121785530	218473
153129	5	55625845	55773194	147349
153201	5	151314972	151347590	32618
153218	5	148268180	148286255	18075
153222	5	173056352	173139284	82932
153241	5	123344890	123423592	78702
153328	5	135476913	135889770	412857
153339	5	83052846	83077863	25017
153364	5	90458209	90474771	16562
153396	5	88189633	88269476	79843
1534	17	63432304	63446354	14050
153443	5	121961975	122075570	113595
153469	5	147559930	147694828	134898
153478	5	92168	189972	97804
1535	16	88643275	88651083	7808
153527	5	140698680	140706686	8006
153562	5	69415065	69444330	29265
153572	5	2745845	2751677	5832
153579	5	181040225	181061521	21296
1536	X	37780018	37813461	33443
153642	5	95555101	95605102	50001
153643	5	95391366	95450454	59088
153657	5	34838833	34900511	61678
1537	8	144095039	144097525	2486
153733	5	115267190	115296693	29503
153743	5	156850295	156852528	2233
153745	5	157161846	157166264	4418
153768	5	145471799	145835369	363570
153769	5	145936578	146081791	145213
153770	5	146084313	146105577	21264
1538	X	83861126	83886699	25573
153830	5	159157409	159210053	52644
1539	9	102995311	103018488	23177
153918	6	143864436	143938343	73907
154	5	148826611	148828623	2012
1540	16	50742050	50801935	59885
154007	6	7590198	7611967	21769
154043	6	154387515	154510685	123170
154064	6	150018334	150025532	7198
154075	6	130144315	130365425	221110
154091	6	133987581	134052624	65043
154092	6	134343271	134504581	161310
154141	6	20099684	20212469	112785
154150	6	22569566	22571666	2100
154197	6	159800249	159820704	20455
154214	6	124962437	125092633	130196
154215	6	123803865	124825640	1021775
154288	6	73362658	73364171	1513
1543	15	74719542	74725536	5994
154313	6	87407972	87464465	56493
154386	6	2562085	2634734	72649
1544	15	74748845	74756607	7762
154467	6	37482938	37499893	16955
1545	2	38066973	38109902	42929
154661	7	87627548	87832296	204748
154664	7	48171458	48647497	476039
154743	7	112819147	112939875	120728
154790	7	139523685	139544985	21300
154791	7	139339457	139346328	6871
154796	X	112774503	112840831	66328
1548	19	40843541	40850447	6906
154807	7	65873074	65959563	86489
154810	11	94706431	94876748	170317
154822	7	159006492	159030195	23703
154860	7	122303658	122310119	6461
154865	7	123452193	123535077	82884
154881	7	66628881	66649067	20186
1549	19	40875439	40882752	7313
154907	7	108883975	108884587	612
155	8	37962990	37966599	3609
155006	7	138797952	138838101	40149
155038	7	150450630	150479393	28763
155051	7	151428832	151440813	11981
155054	7	149102784	149126324	23540
155061	7	149472696	149497817	25121
155066	7	149872968	149891204	18236
1551	7	99705036	99735196	30160
155184	1	9002973	9026423	23450
155185	7	2679522	2775500	95978
1553	19	41088451	41096195	7744
155368	7	73834590	73842516	7926
155382	7	73667831	73672112	4281
155400	7	75410368	75416597	6229
155435	7	155644451	155781485	137034
155465	7	16859412	16881987	22575
1555	19	40991282	41018398	27116
1557	10	94762681	94855547	92866
1558	10	95036772	95069497	32725
1559	10	94938658	94990091	51433
156	11	67266473	67286556	20083
1562	10	94683729	94736190	52461
1564	22	42140203	42149500	9297
1565	22	42126499	42130865	4366
157	22	25564675	25729294	164619
1571	10	133520406	133561220	40814
1572	19	41114432	41128381	13949
157285	8	8317736	8386439	68703
1573	1	59893308	59926773	33465
157310	8	22713251	23000000	286749
157313	8	25459199	25507911	48712
157376	8	124044395	124171529	127134
157378	8	124306189	124372701	66512
157381	8	124823702	124962531	138829
157506	8	73294602	73325281	30679
157542	8	144449582	144465430	15848
157567	8	100509752	100559784	50032
157570	8	27771949	27812640	40691
157574	8	28348287	28490278	141991
1576	7	99756960	99784248	27288
157627	8	9899744	9919233	19489
157638	8	126552443	126558478	6035
157657	8	95244913	95269201	24288
157680	8	99013266	99877580	864314
157693	8	375931	384079	8148
157695	8	489803	545781	55978
157697	8	614746	738106	123360
1577	7	99648194	99679996	31802
157724	8	86214063	86321146	107083
157753	8	108606850	108787594	180744
157769	8	123768439	123815452	47013
157773	8	13566869	13568288	1419
157777	8	66870749	66922048	51299
157807	8	61057158	61501645	444487
157848	8	41645177	41650817	5640
157855	8	36784324	36936125	151801
157869	8	73064543	73124088	59545
1579	1	46929177	46941484	12307
157922	9	135808487	135907546	99059
157927	9	135343249	135346562	3313
158	22	40346461	40390463	44002
1580	1	46757838	46819413	61575
158035	9	27245684	27284869	39185
158038	9	27937617	29213601	1275984
158046	9	88534033	88584274	50241
158055	9	136483495	136486067	2572
158056	9	136850943	136860799	9856
158062	9	136744017	136748525	4508
158067	9	132725578	132878777	153199
1581	8	58490178	58500163	9985
158131	9	122614738	122615682	944
158135	9	121815674	122093606	277932
158158	9	82979590	83063177	83587
158160	10	38356356	38378505	22149
1582	3	42856005	42875898	19893
158219	9	15163622	15307360	143738
158234	9	37753803	37778972	25169
158248	9	127716079	127731590	15511
158257	9	94176494	94259545	83051
158293	9	93431441	93453581	22140
158297	9	18858906	19049358	190452
1583	15	74337759	74367646	29887
158326	9	14737152	14910995	173843
158358	9	5881596	6008482	126886
158376	9	35909490	35937153	27663
158399	9	111525159	111577844	52685
1584	8	142872356	142879846	7490
158401	9	111686171	111795008	108837
158405	9	112486827	112669397	182570
158427	9	97600080	97633368	33288
158431	9	96816269	96875623	59354
158471	9	76611376	76906114	294738
1585	8	142910559	142917843	7284
158506	X	22272913	22274461	1548
158511	X	152727484	152733735	6251
158521	X	147981337	148026665	45328
158584	X	57286706	57489193	202487
158586	X	57592011	57597477	5466
1586	10	102830531	102837472	6941
1587	8	39451045	39522852	71807
158724	X	34129752	34132314	2562
158747	X	14873421	14922327	48906
158763	X	131058346	131089885	31539
158787	X	53422690	53431120	8430
158798	X	119895837	119920716	24879
1588	15	51208057	51338601	130544
158800	X	120109051	120245267	136216
158801	X	120178488	120245284	66796
158809	X	26192440	26195646	3206
158830	X	71103889	71106788	2899
158833	X	70234655	70240659	6004
158835	X	70040542	70049938	9396
158866	X	75368427	75523502	155075
158880	X	55484616	55489848	5232
1589	6	32038327	32041644	3317
158931	X	102140476	102142970	2494
158983	X	104011147	104013708	2561
159	1	244408494	244451909	43415
159013	X	40626921	40647561	20640
159090	X	134769566	134797232	27666
159091	X	134796395	134854835	58440
1591	20	54153446	54173986	20540
159119	Y	18731440	18773735	42295
159163	Y	22168542	22182982	14440
159195	10	73497538	73626117	128579
1592	10	93073475	93077885	4410
159296	10	99532942	99536524	3582
1593	2	218781749	218815293	33544
159371	10	93893973	93956062	62089
1594	12	57762334	57768986	6652
1595	7	92084987	92134803	49816
159686	10	104353833	104455102	101269
159963	11	26667020	26723427	56407
159989	11	93329971	93438487	108516
16	16	70251983	70289707	37724
160	19	49767001	49807114	40113
1600	1	56994778	58546734	1551956
160065	11	125746279	125749867	3588
1601	5	39371675	39462300	90625
160140	11	108308519	108467531	159012
1602	13	71437966	71867204	429238
160287	11	18455824	18479601	23777
160298	11	6205557	6211135	5578
1603	14	22564907	22589224	24317
160335	12	82686880	83134870	447990
160364	12	9951316	9995694	44378
1604	1	207321519	207386804	65285
160418	12	88142296	88199887	57591
160419	12	87980035	88034037	54002
160428	12	105019784	105107643	87859
160492	12	25409307	25648579	239272
1605	3	49468713	49535618	66905
160518	12	31382226	31591136	208910
1606	12	55927319	55954027	26708
160622	12	52006946	52015889	8943
1607	7	14145049	14974777	829728
160728	12	101155493	101210238	54745
160760	12	110533245	110583318	50073
160762	12	110846769	110907535	60766
160777	12	119334712	119541040	206328
1608	3	186105668	186362234	256566
160851	13	42040036	42256578	216542
160857	13	43823909	43879740	55831
160897	13	94601857	94634661	32804
1609	4	958887	986895	28008
161	11	924881	1012245	87364
1610	12	108858932	108901043	42111
161003	13	38965925	38990859	24934
1611	5	10679230	10761234	82004
161142	14	67189393	67228550	39157
161145	14	67447084	67533739	86655
161159	14	68978862	68987463	8601
161176	14	95407266	95516650	109384
161198	14	38254000	38256093	2093
1612	9	87497228	87708634	211406
161247	14	24130659	24132849	2190
161253	14	22883222	22887678	4456
161291	14	61277370	61281761	4391
1613	19	3958453	3971123	12670
161357	14	46840092	47675605	835513
161394	14	77376689	77392163	15474
161424	14	24299850	24309124	9274
161436	14	88612431	88792953	180522
161497	15	43599563	43618800	19237
1615	2	135905881	135986100	80219
161502	15	81007033	81149179	142146
161514	15	73873564	73889214	15650
161582	15	55410525	55508234	97709
1616	6	33318558	33323016	4458
1617	Y	23129355	23199010	69655
161725	15	31475398	31870789	395391
161742	15	38252836	38357249	104413
161753	15	75724041	75727688	3647
161779	15	34102083	34108686	6603
1618	3	16586792	16670306	83514
161823	15	43330672	43354569	23897
161829	15	41182725	41230757	48032
161835	15	39588357	39782841	194484
161882	16	88453280	88537031	83751
161931	16	84191138	84197168	6030
162	22	29327680	29388583	60903
1620	9	119153458	119369435	215977
162073	16	19113932	19121629	7697
162083	16	27066927	27069166	2239
1621	9	133636363	133659329	22966
1622	2	119366924	119372550	5626
162239	16	75148494	75172236	23742
162282	17	55882301	56517016	634715
162333	17	62701314	62808344	107030
162387	17	8797110	8799365	2255
162394	17	35243071	35273655	30584
162417	17	44004622	44009068	4446
162427	17	42579513	42610623	31110
162461	17	50271406	50281485	10079
162466	17	49223366	49230787	7421
162494	17	32265832	32324659	58827
162514	17	3510502	3557812	47310
162515	17	7041621	7044092	2471
162517	17	6776215	6797101	20886
162540	17	45844881	45847067	2186
162605	17	40792196	40799959	7763
162655	18	14057457	14132490	75033
162681	18	54357906	54385218	27312
1627	5	177456608	177474401	17793
1628	19	48630030	48637379	7349
1629	1	100186919	100249834	62915
162962	19	52153864	52171643	17779
162963	19	52336243	52367778	31535
162966	19	52749942	52786807	36865
162967	19	52860851	52897693	36842
162968	19	58354357	58362848	8491
162972	19	57535257	57559863	24606
162979	19	45071500	45076478	4978
162989	19	42198598	42220140	21542
162993	19	9751993	9793180	41187
162998	19	9178979	9188818	9839
163	17	35578046	35726413	148367
1630	18	52340197	53535899	1195702
163033	19	55576774	55580848	4074
163049	19	12610918	12633840	22922
163050	19	12525373	12551542	26169
163051	19	12461184	12513854	52670
163059	19	12014715	12035741	21026
163071	19	48270081	48287608	17527
163081	19	36687612	36727701	40089
163087	19	37217926	37248740	30814
163126	19	39538707	39540161	1454
163131	19	40028260	40056231	27971
163154	19	5782960	5784746	1786
163175	19	35124513	35142451	17938
163183	19	36003307	36008813	5506
1632	16	2239402	2252300	12898
163223	19	22179089	22215801	36712
163227	19	21722771	21767579	44808
163255	19	37551406	37614179	62773
163259	1	114582848	114670422	87574
1633	4	70992538	71030914	38376
163351	1	89364059	89388160	24101
1634	12	91140484	91183217	42733
163404	1	98890245	99227929	337684
163479	1	108712908	108742749	29841
163486	1	197504748	197775696	270948
1635	4	182890060	182917936	27876
163589	1	179591613	179691272	99659
163590	1	179839967	179877803	37836
1636	17	63477061	63498380	21319
163688	1	1915108	1917296	2188
163702	1	24154168	24187959	33791
163720	1	46843095	46900437	57342
163732	1	40861054	40862363	1309
163742	1	53437035	53440020	2985
163747	1	54806063	54842252	36189
163778	1	152970648	152972574	1926
163782	1	62236165	62319434	83269
163786	1	100083563	100132955	49392
1638	13	94436811	94479682	42871
163859	1	225982702	225999343	16641
163882	1	246566444	246668595	102151
1639	2	74361154	74392087	30933
163933	1	20552573	20555020	2447
164	16	71729000	71809201	80201
164045	1	91260766	91404856	144090
164091	1	25861484	25875708	14224
1641	X	111293779	111412429	118650
164118	1	156579723	156587719	7996
164127	1	223393415	223395465	2050
164153	1	110112443	110113947	1504
1642	11	61299451	61342596	43145
164237	20	45702038	45708817	6779
164284	20	58459101	58515399	56298
1643	11	47214465	47239217	24752
164312	20	6040546	6054060	13514
164395	20	31870634	31945000	74366
1644	7	50458436	50565405	106969
1645	10	4963253	4983283	20030
164592	22	21632716	21637329	4613
1646	10	4987775	5018031	30256
164633	22	29720003	29731833	11830
164656	22	37065436	37109713	44277
164668	22	39097224	39104067	6843
164684	22	41998725	42058456	59731
1647	1	67685201	67688334	3133
164714	22	50018575	50058298	39723
164781	2	227871054	227924344	53290
164832	2	100271875	100322501	50626
1649	12	57516588	57521737	5149
165	7	44104345	44114562	10217
1650	1	20651767	20661544	9777
165055	2	108786757	108885477	98720
165082	2	26308173	26346817	38644
165100	2	231592864	231594276	1412
165140	2	42762499	42764135	1636
165186	2	28956611	29052230	95619
1652	22	23970542	23980525	9983
165215	2	186694060	186765959	71899
165257	2	119156243	119158751	2508
1653	2	15591178	15634346	43168
165324	2	23927285	24004909	77624
1654	X	41333348	41364472	31124
1655	17	64498254	64508199	9945
165530	2	70808643	70820599	11956
165545	2	74518131	74526281	8150
1656	11	118747763	118791164	43401
165631	3	122577628	122639047	61419
165679	3	161344798	161372880	28082
1657	5	119037772	119249138	211366
165721	3	128462437	128466968	4531
165829	3	120164645	120285222	120577
1659	17	43483865	43610338	126473
165904	3	39183210	39192596	9386
165918	3	196468783	196503768	34985
166	19	3052910	3063107	10197
1660	1	182839347	182887982	48635
166012	3	126524155	126543291	19136
1662	11	108665058	108940999	275941
1663	12	31073860	31104799	30939
166336	3	64092236	64445476	353240
166348	3	127915232	127987671	72439
166378	4	122923070	123319433	396363
166379	4	122732702	122744942	12240
1665	4	24517441	24584554	67113
1666	8	90001405	90053633	52228
166614	4	150078445	150257438	178993
166647	4	22345071	22516066	170995
166655	4	165016458	165041749	25291
1667	8	6977649	6980092	2443
166752	4	143577302	143700675	123373
166785	4	145599042	145660033	60991
166793	4	4290251	4321786	31535
1668	8	7015869	7018297	2428
166815	4	89111533	89114901	3368
166824	4	73571550	73620631	49081
166863	4	154781213	154828813	47600
1669	8	6935820	6938306	2486
166929	4	107824563	107915047	90484
166968	5	56919602	56971675	52073
166979	5	55112971	55173177	60206
167	6	49834257	49877096	42839
1670	8	7055304	7056739	1435
1671	8	6924697	6926076	1379
167127	5	36035021	36071358	36337
167153	5	79612120	79688246	76126
1672	8	6870592	6877936	7344
167227	5	112976702	113022195	45493
1673	8	7894677	7896716	2039
167359	5	43192071	43280850	88779
1674	2	219418377	219426735	8358
167410	5	97091867	97142753	50886
167465	5	72439903	72507410	67507
1675	19	859453	867884	8431
167555	5	80487969	80542563	54594
1676	1	10456522	10472529	16007
167681	6	83512534	83525704	13170
167691	6	79484991	79537458	52467
1677	1	3857267	3885429	28162
1678	X	101345661	101348742	3081
167826	6	137492199	137494394	2195
167838	6	139239083	139291998	52915
168002	6	168292830	168319777	26947
168090	6	165279664	165309605	29941
168374	7	65373799	65401136	27337
168391	7	151956379	152019929	63550
168400	X	22999960	23003589	3629
168417	7	64228474	64266931	38457
168433	7	122697735	122699117	1382
168448	7	48924547	48927454	2907
168451	7	108554543	108569750	15207
168455	7	106654360	106661158	6798
168507	7	47740202	47948466	208264
168537	7	150514872	150521073	6201
168544	7	149764182	149773588	9406
168620	7	98211439	98215457	4018
168667	7	33904308	34156427	252119
1687	7	24698355	24757940	59585
168850	7	127346790	127431924	85134
168975	8	86866415	87615219	748804
1690	14	30874514	30895065	20551
169026	8	116950273	117176714	226441
169044	8	138588235	138914041	325806
169166	8	100572889	100663415	90526
169200	8	90621995	90791632	169637
169270	8	232137	264703	32566
169355	8	39934614	40016392	81778
