"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"HP","Nodular changes affecting the eyelids","HP:0010732","0.20781688545990878","0.682319168212263","30","235","5","5080","7274,50940,336,255738,2538"
"HP","Abnormal gallbladder morphology","HP:0012437","0.20781688545990878","0.682319168212263","95","235","10","5080","8647,6239,5313,5213,3098,3081,286,2821,222546,1581"
"HP","Prenatal death","HP:0034241","0.20781688545990878","0.682319168212263","67","235","8","5080","8788,7066,5346,462,23169,2266,2244,2243"
"HP","Hypolipoproteinemia","HP:0010981","0.20781688545990878","0.682319168212263","67","235","8","5080","84699,63036,5468,4547,3931,345,27329,116519"
"HP","Gout","HP:0001997","0.20781688545990878","0.682319168212263","20","235","4","5080","6928,5213,286,2538"
"HP","Adult onset","HP:0003581","0.20781688545990878","0.682319168212263","911","235","56","5080","9935,9420,8660,866,80201,773,7466,7276,6934,6928,6927,6843,6833,6514,64788,6311,5837,57462,56729,5618,56172,5468,5346,50940,5078,5009,4760,4544,3991,3990,3931,389692,3784,3767,3667,3651,3643,3630,3273,3172,3156,3098,3081,2645,256297,2548,2243,2100,208,2027,169026,144132,1412,1356,126129,10644"
"HP","Abnormal tongue physiology","HP:0030810","0.20781688545990878","0.682319168212263","95","235","10","5080","773,6311,55630,5446,5444,2548,1610,127833,113278,10891"
"HP","Renal steatosis","HP:0000799","0.20946021092366088","0.6788984634731605","11","235","3","5080","5106,5105,255738"
"HP","Overgrowth of external genitalia","HP:0003247","0.20946021092366088","0.6788984634731605","11","235","3","5080","5468,3784,3643"
"HP","Abnormal liver morphology","HP:0410042","0.21304235280739403","0.6715340502603195","894","235","55","5080","9971,9420,92579,9095,8788,8647,745,7351,6928,6927,6833,6718,6514,63924,5836,57462,55630,55532,5468,5346,5313,5261,51085,5106,5105,5091,50674,462,4547,4351,3991,3931,3784,3767,3643,3172,3033,286,26007,255738,2548,2538,229,2243,2203,208,169792,162417,1581,1374,1356,130589,113220,10599,10019"
"HP","Impairment of activities of daily living","HP:0031058","0.22823655713934896","0.6416147924667355","189","235","16","5080","9420,8912,7276,6476,6311,6239,57582,3670,3110,2678,2548,2132,170302,128486,126129,1030"
"HP","Bilateral ptosis","HP:0001488","0.22956528087429148","0.6390937933858516","69","235","8","5080","6833,5080,5053,4094,3767,3651,3630,2645"
"HP","Abnormality of the gallbladder","HP:0005264","0.2338626322381879","0.6310391664304031","112","235","11","5080","9971,8647,6239,5313,5213,3098,3081,286,2821,222546,1581"
"HP","Hematemesis","HP:0002248","0.23985849287691313","0.6200448994858525","21","235","4","5080","2266,2244,2243,1030"
"HP","Abnormal circulating citrulline concentration","HP:0011965","0.23985849287691313","0.6200448994858525","21","235","4","5080","763,5105,5009,162417"
"HP","Hypovolemia","HP:0011106","0.2437156815254176","0.6131165258794964","32","235","5","5080","6833,3767,3651,3630,2645"
"HP","Abnormality of blood volume homeostasis","HP:0011104","0.2437156815254176","0.6131165258794964","32","235","5","5080","6833,3767,3651,3630,2645"
"HP","Muscle spasm","HP:0003394","0.24440630812066177","0.6118875891551789","175","235","15","5080","84842,6566,6311,5837,5836,5446,5444,5261,5260,5230,5213,270,1807,1610,10891"
"HP","Cholelithiasis","HP:0001081","0.24440630812066177","0.6118875891551789","84","235","9","5080","8647,6239,5313,5213,3098,3081,286,2821,1581"
"HP","Nausea","HP:0002018","0.253897361880115","0.5953418116385303","99","235","10","5080","776,6690,6476,56606,5261,229,2132,2099,162417,1030"
"HP","Impaired continence","HP:0031064","0.253897361880115","0.5953418116385303","176","235","15","5080","9420,8912,7276,6476,6311,6239,57582,3670,3110,2678,2548,2132,170302,128486,126129"
"HP","Elevated urinary monocarboxylic acid level","HP:0033303","0.2546069494920239","0.5941297464606518","12","235","3","5080","763,3081,189"
"HP","Exercise-induced myoglobinuria","HP:0008305","0.2546069494920239","0.5941297464606518","12","235","3","5080","5837,5230,5213"
"HP","Abnormal circulating glutamine concentration","HP:0010903","0.2546069494920239","0.5941297464606518","12","235","3","5080","763,5009,162417"
"HP","Tongue fasciculations","HP:0001308","0.2567826008156245","0.5904344067159646","71","235","8","5080","773,6311,5446,5444,1610,127833,113278,10891"
"HP","Reduced subcutaneous adipose tissue","HP:0003758","0.26737947233843884","0.572871938107518","33","235","5","5080","6514,5468,5346,3643,256297"
"HP","Nephrolithiasis","HP:0000787","0.27025198912372056","0.5682311008444891","146","235","13","5080","9365,776,7498,6928,6523,6476,56606,3784,3081,2538,189,142680,1030"
"HP","Venous thrombosis","HP:0004936","0.2921488996525502","0.5343957450741503","87","235","9","5080","7066,6690,462,3053,2266,2244,2243,1357,10019"
"HP","Pregnancy history","HP:0002686","0.2970730332878001","0.5271367693536602","180","235","15","5080","9971,8647,81788,7173,6927,6833,6690,6496,5468,5053,462,389434,3767,2165,1374"
"HP","Adipose tissue loss","HP:0008887","0.297544735496654","0.5264477293681981","34","235","5","5080","63924,5468,5346,3991,3643"
"HP","Palmar pruritus","HP:0031248","0.30011349499972645","0.522714475511025","5","235","2","5080","9971,8647"
"HP","Asterixis","HP:0012164","0.30011349499972645","0.522714475511025","5","235","2","5080","9971,8647"
"HP","Pruritis on hand","HP:0030899","0.30011349499972645","0.522714475511025","5","235","2","5080","9971,8647"
"HP","Increased circulating troponin T concentration","HP:0410174","0.30011349499972645","0.522714475511025","5","235","2","5080","7276,3156"
"HP","Decreased serum zinc","HP:0031831","0.30011349499972645","0.522714475511025","5","235","2","5080","7780,55630"
"HP","Abnormal circulating beta-C-terminal telopeptide concentration","HP:0031424","0.30011349499972645","0.522714475511025","5","235","2","5080","4882,142680"
"HP","Past medical history","HP:0032443","0.30196615574425517","0.5200417298811854","181","235","15","5080","9971,8647,81788,7173,6927,6833,6690,6496,5468,5053,462,389434,3767,2165,1374"
"HP","Pancreatic endocrine tumor","HP:0030405","0.3027427974977043","0.5189261802880037","13","235","3","5080","389692,3767,1030"
"HP","Elevated alkaline phosphatase of bone origin","HP:0010639","0.3027427974977043","0.5189261802880037","13","235","3","5080","4882,2099,142680"
"HP","Visceromegaly","HP:0003271","0.31719256367140397","0.4986770029254671","763","235","47","5080","9420,92579,8788,8647,7351,7066,6927,6833,6718,6514,63924,6239,5836,57462,55630,55532,5468,5313,5261,5105,5091,5009,4547,4351,3991,3931,3784,3767,3643,3172,3098,286,2821,26007,2548,2538,2328,229,2243,2203,208,169792,162417,1374,130589,113220,10019"
"HP","Diarrhea","HP:0002014","0.3198266348959741","0.49508537140068776","426","235","29","5080","9420,8647,773,7276,6720,6718,6555,6523,6476,56246,55630,5261,5122,50674,4547,4351,3938,3172,3033,26007,2538,229,222546,2203,170302,162417,1374,11181,1030"
"HP","Elevated circulating hepatic transaminase concentration","HP:0002910","0.32678000802510265","0.4857445208971617","373","235","26","5080","9971,9420,8647,6928,6718,6514,5836,55532,5261,5105,5009,4547,3242,3172,3156,3033,2998,26007,25970,2548,2538,229,2203,1807,1374,113220"
"HP","Abdominal distention","HP:0003270","0.32678000802510265","0.4857445208971617","167","235","14","5080","8788,773,6720,6523,6514,6476,5836,3643,3110,286,2538,23169,229,11181"
"HP","Abnormal circulating hepatic transaminase concentration","HP:0430135","0.32678000802510265","0.4857445208971617","373","235","26","5080","9971,9420,8647,6928,6718,6514,5836,55532,5261,5105,5009,4547,3242,3172,3156,3033,2998,26007,25970,2548,2538,229,2203,1807,1374,113220"
"HP","Reticulocytosis","HP:0001923","0.33146735197166305","0.47955924118622284","48","235","6","5080","5313,5230,5213,4547,3098,286"
"HP","Abnormal circulating fatty-acid concentration","HP:0004359","0.3465789198474723","0.460197856141243","76","235","8","5080","7351,6927,6833,3767,3172,3033,283209,208"
"HP","Tendon xanthomatosis","HP:0010874","0.3620628107165892","0.44121608145203844","14","235","3","5080","7274,336,255738"
"HP","Abnormal blood cation concentration","HP:0010929","0.3741155408388805","0.4269942507422272","360","235","25","5080","9365,9095,866,7780,776,763,6523,6514,64116,6239,56246,56172,55630,55532,5313,51085,3784,3643,229,164656,1576,142680,1356,1317,1030"
"HP","Progressive distal muscular atrophy","HP:0008955","0.3869104461922367","0.41238954460700195","37","235","5","5080","6311,5446,5444,1610,10891"
"HP","Autoimmunity","HP:0002960","0.3869104461922367","0.41238954460700195","308","235","22","5080","9971,8647,8462,731,6927,6843,6833,6239,56246,5078,4760,3767,3651,3630,3172,29071,2645,221895,208,169792,127833,10747"
"HP","Exercise-induced myalgia","HP:0003738","0.3869104461922367","0.41238954460700195","37","235","5","5080","5837,5230,5213,3156,270"
"HP","Hepatomegaly","HP:0002240","0.38755887830295005","0.41166230972637285","659","235","41","5080","9420,92579,8788,8647,7351,6927,6833,6718,6514,63924,5836,57462,55630,55532,5468,5313,5261,5105,5091,4547,4351,3991,3931,3784,3767,3643,3172,286,26007,2548,2538,229,2243,2203,208,169792,162417,1374,130589,113220,10019"
"HP","Subdural hemorrhage","HP:0100309","0.3912887865301425","0.40750259783880977","15","235","3","5080","2266,2244,2243"
"HP","Abnormal diminished volition","HP:0000745","0.3912887865301425","0.40750259783880977","665","235","40","5080","9971,8912,8647,773,763,7466,7351,7173,6999,6927,6833,6496,6311,6239,57582,55630,5446,5444,50940,5053,5009,389434,3767,3172,3060,3033,2998,2328,229,221895,2203,1807,170302,162417,1610,1374,1356,1317,10891,1030"
"HP","Elevated circulating growth hormone concentration","HP:0000845","0.3912887865301425","0.40750259783880977","16","235","3","5080","50940,3767,1030"
"HP","Hypofibrinogenemia","HP:0011900","0.3912887865301425","0.40750259783880977","42","235","5","5080","6777,286,2266,2244,2243"
"HP","Abnormality of circulating glucocorticoid level","HP:0012111","0.3912887865301425","0.40750259783880977","70","235","7","5080","9095,866,56246,5122,50940,3767,1030"
"HP","Autoimmune antibody positivity","HP:0030057","0.3912887865301425","0.40750259783880977","176","235","14","5080","8462,6927,6843,6833,5078,4760,3767,3651,3630,3172,2645,221895,169792,127833"
"HP","Spastic paraparesis","HP:0002313","0.3912887865301425","0.40750259783880977","97","235","9","5080","7276,6311,55532,5446,5444,2806,1610,126129,10891"
"HP","Bladder exstrophy","HP:0002836","0.3912887865301425","0.40750259783880977","7","235","2","5080","5053,3670"
"HP","Abnormal urine protein level","HP:0020129","0.3912887865301425","0.40750259783880977","259","235","19","5080","9935,6928,6833,6514,5836,56606,4094,3931,3767,3651,3630,3172,29071,2645,25970,2538,2243,221895,2132"
"HP","Migraine without aura","HP:0002083","0.3912887865301425","0.40750259783880977","7","235","2","5080","773,2099"
"HP","Clinodactyly of the 4th finger","HP:0040025","0.3912887865301425","0.40750259783880977","7","235","2","5080","6833,3767"
"HP","Dark urine","HP:0040319","0.3912887865301425","0.40750259783880977","16","235","3","5080","6718,5837,3081"
"HP","Renal atrophy","HP:0012585","0.3912887865301425","0.40750259783880977","7","235","2","5080","9935,57178"
"HP","Myalgia","HP:0003326","0.3912887865301425","0.40750259783880977","184","235","14","5080","84842,6239,5837,5468,5261,5260,5230,5213,4547,3156,286,270,2132,2027"
"HP","Jaw hyperreflexia","HP:0033683","0.3912887865301425","0.40750259783880977","40","235","5","5080","6311,5446,5444,1610,10891"
"HP","Insulinoma","HP:0012197","0.3912887865301425","0.40750259783880977","6","235","2","5080","389692,1030"
"HP","Abnormal urine amino acid level","HP:0025745","0.3912887865301425","0.40750259783880977","134","235","11","5080","6999,6898,6514,5053,5009,3242,3172,3081,3034,2678,229"
"HP","Abnormal transferrin saturation","HP:0040135","0.3912887865301425","0.40750259783880977","15","235","3","5080","55532,5313,164656"
"HP","Abnormal glomerular filtration rate","HP:0012212","0.3912887865301425","0.40750259783880977","29","235","4","5080","56606,3081,2538,189"
"HP","Aminoaciduria","HP:0003355","0.3912887865301425","0.40750259783880977","134","235","11","5080","6999,6898,6514,5053,5009,3242,3172,3081,3034,2678,229"
"HP","Decreased glomerular filtration rate","HP:0012213","0.3912887865301425","0.40750259783880977","29","235","4","5080","56606,3081,2538,189"
"HP","Abnormal blood ion concentration","HP:0003111","0.3912887865301425","0.40750259783880977","385","235","26","5080","9365,9095,866,7780,776,763,6523,6514,64116,6239,56246,56172,55630,55532,5313,51085,3784,3643,3172,229,164656,1576,142680,1356,1317,1030"
"HP","Hypergalactosemia","HP:0012024","0.3912887865301425","0.40750259783880977","7","235","2","5080","6514,130589"
"HP","Laryngospasm","HP:0025425","0.3912887865301425","0.40750259783880977","41","235","5","5080","6311,5446,5444,1610,10891"
"HP","Abnormal mesentery morphology","HP:0100016","0.3912887865301425","0.40750259783880977","6","235","2","5080","7466,3110"
"HP","Abnormal urinary electrolyte concentration","HP:0012591","0.3912887865301425","0.40750259783880977","124","235","11","5080","866,6928,6514,56606,56246,51085,3643,3172,229,142680,1030"
"HP","Hypophosphatemia","HP:0002148","0.3912887865301425","0.40750259783880977","53","235","6","5080","6514,56172,3172,229,1576,142680"
"HP","Positive perchlorate discharge test","HP:0025482","0.3912887865301425","0.40750259783880977","6","235","2","5080","7173,389434"
"HP","Vomiting","HP:0002013","0.3912887865301425","0.40750259783880977","375","235","25","5080","773,763,7276,6833,6720,6690,6523,6496,6476,56606,56246,5261,50674,5009,4547,4351,3767,3172,3033,229,2203,2099,162417,11181,1030"
"HP","Hypertyrosinemia","HP:0003231","0.3912887865301425","0.40750259783880977","7","235","2","5080","6898,3242"
"HP","Tongue atrophy","HP:0012473","0.3912887865301425","0.40750259783880977","51","235","6","5080","6311,5446,5444,1610,113278,10891"
"HP","Hyperphosphaturia","HP:0003109","0.3912887865301425","0.40750259783880977","27","235","4","5080","6514,3172,229,142680"
"HP","Hypercalciuria","HP:0002150","0.3912887865301425","0.40750259783880977","66","235","7","5080","6928,6514,56606,51085,3643,142680,1030"
"HP","Abnormal head movements","HP:0002457","0.3912887865301425","0.40750259783880977","42","235","5","5080","8912,84504,773,7274,6843"
"HP","Choking episodes","HP:0030842","0.3912887865301425","0.40750259783880977","17","235","3","5080","773,6843,127833"
"HP","Xanthelasma","HP:0001114","0.3912887865301425","0.40750259783880977","27","235","4","5080","7274,336,255738,2538"
"HP","Elevated circulating aspartate aminotransferase concentration","HP:0031956","0.3912887865301425","0.40750259783880977","85","235","8","5080","9971,9420,6514,5009,3156,1807,1374,113220"
"HP","High serum calcitriol","HP:0031415","0.3912887865301425","0.40750259783880977","6","235","2","5080","9365,142680"
"HP","Thyroid defect in oxidation and organification of iodide","HP:0008263","0.3912887865301425","0.40750259783880977","6","235","2","5080","7173,389434"
"HP","Elevated tissue non-specific alkaline phosphatase","HP:0010679","0.3912887865301425","0.40750259783880977","17","235","3","5080","4882,2099,142680"
"HP","Diastasis recti","HP:0001540","0.3912887865301425","0.40750259783880977","28","235","4","5080","8788,64840,3784,10584"
"HP","Increased circulating NT-proBNP concentration","HP:0031185","0.3912887865301425","0.40750259783880977","6","235","2","5080","7276,2548"
"HP","Intrahepatic cholestasis","HP:0001406","0.3912887865301425","0.40750259783880977","26","235","4","5080","9420,8647,6718,6514"
"HP","Abnormal liver physiology","HP:0031865","0.3912887865301425","0.40750259783880977","27","235","4","5080","9420,8647,6718,6514"
"HP","Increased radioactive iodine uptake","HP:0031220","0.3912887865301425","0.40750259783880977","7","235","2","5080","7173,389434"
"HP","Limited extraocular movements","HP:0007941","0.3912887865301425","0.40750259783880977","15","235","3","5080","84504,6843,127833"
"HP","Paroxysmal dyskinesia","HP:0007166","0.3912887865301425","0.40750259783880977","16","235","3","5080","773,25970,111"
"HP","Exercise intolerance","HP:0003546","0.3912887865301425","0.40750259783880977","147","235","12","5080","5837,5836,56606,5261,5260,5230,5213,3784,2997,2548,2027,10144"
"HP","Abnormal ovarian morphology","HP:0031065","0.3912887865301425","0.40750259783880977","179","235","14","5080","6927,63924,5618,5468,5346,5261,50940,5080,3991,3952,3643,2155,2099,208"
"HP","Abnormal cardiac biomarker test","HP:0500020","0.3912887865301425","0.40750259783880977","7","235","2","5080","7276,3156"
"HP","Hepatic failure","HP:0001399","0.3912887865301425","0.40750259783880977","163","235","13","5080","9971,9420,6718,6514,64840,5106,5105,5009,4351,3033,229,2165,1374"
"HP","Increased circulating free fatty acid level","HP:0030781","0.3912887865301425","0.40750259783880977","7","235","2","5080","3033,208"
"HP","Spontaneous hemolytic crises","HP:0005525","0.3912887865301425","0.40750259783880977","7","235","2","5080","286,2821"
"HP","Splanchnic vein thrombosis","HP:0030247","0.3912887865301425","0.40750259783880977","26","235","4","5080","6690,462,1357,10019"
"HP","Abnormality of circulating cortisol level","HP:0011731","0.3912887865301425","0.40750259783880977","69","235","7","5080","9095,866,56246,5122,50940,3767,1030"
"HP","Abnormal erythrocyte morphology","HP:0001877","0.3912887865301425","0.40750259783880977","700","235","42","5080","92579,866,8462,7466,7276,7066,6927,6833,6777,6524,63036,55532,5313,5261,5230,5213,5078,4760,4547,3931,3795,3784,3767,3651,3630,3172,3098,3081,29071,286,2821,2645,26007,256297,2328,221895,2132,189,164656,148867,1356,10019"
"HP","Abnormal circulating carbohydrate concentration","HP:0011013","0.3912887865301425","0.40750259783880977","16","235","3","5080","6927,6514,130589"
"HP","Fatigable weakness of swallowing muscles","HP:0030195","0.3912887865301425","0.40750259783880977","41","235","5","5080","6311,5446,5444,1610,10891"
"HP","Increased connective tissue","HP:0009025","0.3912887865301425","0.40750259783880977","27","235","4","5080","5122,4160,3991,208"
"HP","Leydig cell neoplasia","HP:0100618","0.3912887865301425","0.40750259783880977","7","235","2","5080","56246,50940"
"HP","Decreased circulating terminal complement component concentration","HP:0033057","0.3912887865301425","0.40750259783880977","6","235","2","5080","731,729"
"HP","Respiratory alkalosis","HP:0001950","0.3912887865301425","0.40750259783880977","6","235","2","5080","763,5009"
"HP","Tendon rupture","HP:0100550","0.3912887865301425","0.40750259783880977","6","235","2","5080","7276,3081"
"HP","Exstrophy","HP:0100548","0.3912887865301425","0.40750259783880977","7","235","2","5080","5053,3670"
"HP","Joint hemorrhage","HP:0005261","0.3912887865301425","0.40750259783880977","17","235","3","5080","2165,2160,2155"
"HP","Prominent metopic ridge","HP:0005487","0.3912887865301425","0.40750259783880977","70","235","7","5080","6833,4094,3784,3767,3651,3630,2645"
"HP","Abnormal cardiovascular system physiology","HP:0011025","0.3912887865301425","0.40750259783880977","1455","235","81","5080","9935,9420,92579,9095,8912,8788,866,83854,776,773,7466,745,7351,7276,7274,7173,7066,6927,6833,6777,6720,6496,63924,63036,6239,5837,56246,55532,5468,5346,51085,50940,50674,4774,462,4547,4351,4160,3991,3990,3952,3931,389434,3784,3767,3651,3630,3172,3170,3156,3081,3060,3033,2645,26007,255738,2548,2538,2328,229,2266,2244,2243,221895,2203,2165,2160,2155,2132,189,169792,162417,1374,1356,1317,127833,113220,111,1030,10144,10019"
"HP","Abnormality of blood circulation","HP:0011028","0.3912887865301425","0.40750259783880977","363","235","25","5080","9420,83854,776,7466,6833,6777,6720,6239,4774,4351,3767,3651,3630,2645,2548,229,2266,2244,2243,2165,2160,2155,2132,1030,10019"
"HP","Recurrent Neisserial infections","HP:0005430","0.3912887865301425","0.40750259783880977","7","235","2","5080","729,4153"
"HP","Recurrent meningococcal disease","HP:0005381","0.3912887865301425","0.40750259783880977","6","235","2","5080","729,4153"
"HP","Gingival bleeding","HP:0000225","0.39313863902398805","0.40545427011976376","57","235","6","5080","6777,2266,2244,2243,2165,2155"
"HP","Alkalosis","HP:0001948","0.40004878618411066","0.3978870429755838","30","235","4","5080","776,763,5009,162417"
"HP","Abnormality of iron homeostasis","HP:0011031","0.40004878618411066","0.3978870429755838","30","235","4","5080","55532,5313,164656,1356"
"HP","Personality disorder","HP:0012075","0.4003190932066532","0.39759369573915404","18","235","3","5080","773,6095,57582"
"HP","Abnormal circulating tyrosine concentration","HP:0010917","0.40838956415511657","0.3889253642534768","8","235","2","5080","6898,3242"
"HP","Deviation of the 4th finger","HP:0009273","0.40838956415511657","0.3889253642534768","8","235","2","5080","6833,3767"
"HP","Decreased circulating iron concentration","HP:0040303","0.40838956415511657","0.3889253642534768","8","235","2","5080","164656,1356"
"HP","Calvarial osteosclerosis","HP:0005450","0.40838956415511657","0.3889253642534768","8","235","2","5080","9365,56172"
"HP","Hypoargininemia","HP:0005961","0.40838956415511657","0.3889253642534768","8","235","2","5080","763,5009"
"HP","Abnormality of amino acid metabolism","HP:0004337","0.40838956415511657","0.3889253642534768","8","235","2","5080","6898,55532"
"HP","Testicular adrenal rest tumor","HP:0025451","0.40838956415511657","0.3889253642534768","8","235","2","5080","56246,50940"
"HP","Intramuscular hematoma","HP:0012233","0.40838956415511657","0.3889253642534768","8","235","2","5080","2165,2155"
"HP","Hypoplastic iris stroma","HP:0007990","0.40838956415511657","0.3889253642534768","8","235","2","5080","9935,5080"
"HP","Accelerated atherosclerosis","HP:0004943","0.40838956415511657","0.3889253642534768","8","235","2","5080","63036,1581"
"HP","Abnormal systemic blood pressure","HP:0030972","0.40895299959666537","0.3883266019895602","554","235","34","5080","9935,9095,8912,866,83854,776,7276,63924,63036,6239,56246,55532,5468,5346,51085,50940,50674,4351,4160,3991,3952,3170,3081,3060,255738,2538,2328,2243,221895,2132,169792,113220,1030,10019"
"HP","Decreased HDL cholesterol concentration","HP:0003233","0.43887432912999824","0.3576598213952623","59","235","6","5080","84699,63036,5468,4547,3931,116519"
"HP","Pallor","HP:0000980","0.4419303498119617","0.3546461719990247","155","235","12","5080","8912,773,7351,6927,6833,5313,3767,3172,286,2203,164656,10019"
"HP","Abnormal thrombosis","HP:0001977","0.44643544484708064","0.3502413317891212","207","235","15","5080","7276,7066,6777,6690,50940,462,4351,3784,3273,3053,2266,2244,2243,1357,10019"
"HP","Sudden episodic apnea","HP:0002882","0.44643544484708064","0.3502413317891212","19","235","3","5080","6843,64116,127833"
"HP","Hoffmann sign","HP:0031993","0.44721256597968095","0.3494860019486387","45","235","5","5080","6311,5446,5444,1610,10891"
"HP","Abnormality of urine calcium concentration","HP:0011280","0.45995739544770353","0.33728239392467924","75","235","7","5080","6928,6514,56606,51085,3643,142680,1030"
"HP","Abnormal blood phosphate concentration","HP:0100529","0.45995739544770353","0.33728239392467924","75","235","7","5080","9365,6514,56172,3172,229,1576,142680"
"HP","Truncal ataxia","HP:0002078","0.45995739544770353","0.33728239392467924","75","235","7","5080","9420,84504,773,7436,7276,55532,113278"
"HP","Type I diabetes mellitus","HP:0100651","0.4617002603162116","0.3356398805845262","60","235","6","5080","6927,6833,50674,3767,3630,2645"
"HP","Positive Romberg sign","HP:0002403","0.46260717028804443","0.3347876400643228","32","235","4","5080","7276,7274,4547,23261"
"HP","Elevated circulating alpha-fetoprotein concentration","HP:0006254","0.46260717028804443","0.3347876400643228","32","235","4","5080","9971,7066,174,113220"
"HP","Persistent head lag","HP:0032988","0.46260717028804443","0.3347876400643228","32","235","4","5080","816,7360,55180,1317"
"HP","Abnormal urine phosphate concentration","HP:0012599","0.46260717028804443","0.3347876400643228","32","235","4","5080","6514,3172,229,142680"
"HP","Abnormal circulating non-proteinogenic amino acid concentration","HP:0033109","0.46260717028804443","0.3347876400643228","32","235","4","5080","763,5105,5009,162417"
"HP","Congenital hypothyroidism","HP:0000851","0.46260717028804443","0.3347876400643228","32","235","4","5080","7173,56246,389434,169792"
"HP","Abnormality of pineal physiology","HP:0012688","0.47725979262242796","0.32124515180123686","9","235","2","5080","9971,8647"
"HP","Delirium","HP:0031258","0.47725979262242796","0.32124515180123686","9","235","2","5080","5009,162417"
"HP","Abnormal pineal melatonin secretion","HP:0012689","0.47725979262242796","0.32124515180123686","9","235","2","5080","9971,8647"
"HP","Decreased liver function","HP:0001410","0.47725979262242796","0.32124515180123686","210","235","15","5080","9971,9420,6718,6514,64840,55532,5106,5105,5009,4351,3033,229,2165,1374,130589"
"HP","Intermittent jaundice","HP:0001046","0.47725979262242796","0.32124515180123686","9","235","2","5080","8647,10599"
"HP","Meconium stained amniotic fluid","HP:0012420","0.47725979262242796","0.32124515180123686","9","235","2","5080","9971,8647"
"HP","Loss of facial adipose tissue","HP:0000292","0.47725979262242796","0.32124515180123686","9","235","2","5080","63924,5468"
"HP","Primary hypercortisolism","HP:0001579","0.47725979262242796","0.32124515180123686","9","235","2","5080","50940,1030"
"HP","Impaired epinephrine-induced platelet aggregation","HP:0008148","0.47725979262242796","0.32124515180123686","9","235","2","5080","7066,10019"
"HP","Elevated circulating aldolase concentration","HP:0012544","0.47725979262242796","0.32124515180123686","9","235","2","5080","5213,1807"
"HP","Genetic anticipation","HP:0003743","0.47725979262242796","0.32124515180123686","9","235","2","5080","773,6311"
"HP","Camptocormia","HP:0100595","0.47725979262242796","0.32124515180123686","9","235","2","5080","5260,111"
"HP","Fibroadenoma of the breast","HP:0010619","0.47725979262242796","0.32124515180123686","9","235","2","5080","5618,50940"
"HP","Nonspherocytic hemolytic anemia","HP:0001930","0.47725979262242796","0.32124515180123686","9","235","2","5080","3098,2821"
"HP","Acholic stools","HP:0011985","0.47725979262242796","0.32124515180123686","9","235","2","5080","9420,222546"
"HP","Convulsive status epilepticus","HP:0032660","0.47725979262242796","0.32124515180123686","9","235","2","5080","773,6844"
"HP","Aortic atherosclerotic lesion","HP:0012397","0.47725979262242796","0.32124515180123686","9","235","2","5080","255738,1581"
"HP","Extramedullary hematopoiesis","HP:0001978","0.4779600515150236","0.3206084007343409","20","235","3","5080","6718,286,10019"
"HP","Abnormality of the extrinsic pathway","HP:0010988","0.4779600515150236","0.3206084007343409","20","235","3","5080","462,4351,2155"
"HP","Abnormal hemoglobin concentration","HP:0020061","0.4779600515150236","0.3206084007343409","20","235","3","5080","5313,5230,10019"
"HP","Abnormality of the bladder","HP:0000014","0.48442518574805127","0.3147732855391902","527","235","32","5080","9420,92579,8912,84842,84720,816,7466,745,7276,7274,6524,64321,6311,6239,57582,57178,51085,5080,5053,4774,3784,3670,3110,3060,2678,25970,2548,2132,189,170302,128486,126129"
"HP","Abnormal circulating alpha-fetoprotein concentration","HP:0045056","0.4864134510269041","0.3129944238134714","33","235","4","5080","9971,7066,174,113220"
"HP","Abnormal renal physiology","HP:0012211","0.4864134510269041","0.3129944238134714","722","235","42","5080","9935,9365,8462,81494,7498,7466,7276,6928,6927,6833,6777,6720,6524,6523,6514,5837,56606,5261,5230,5213,51085,5091,5080,5078,4760,4351,3931,3767,3651,3630,3172,3081,29071,2645,25970,2538,229,2243,221895,189,142680,1374"
"HP","Polygenic inheritance","HP:0010982","0.4864134510269041","0.3129944238134714","33","235","4","5080","8431,7352,5468,51738"
"HP","Abnormal abdomen morphology","HP:0001438","0.4866560462561066","0.3127778765435062","861","235","49","5080","9971,9420,92579,8788,8647,7351,7066,6927,6833,6718,6514,63924,6239,5836,57462,55630,55532,5468,5313,5261,5105,5091,5009,4547,4351,3991,3931,3784,3767,3643,3172,3098,286,2821,26007,2548,2538,2328,229,2243,222546,2203,208,169792,162417,1374,130589,113220,10019"
"HP","Epidermal thickening","HP:0011368","0.48833882966209424","0.31127874195072525","376","235","24","5080","8462,7299,6927,6898,6833,6720,63924,5950,5468,5346,5122,5078,4760,4160,3991,3767,3651,3643,3630,3172,2645,2099,208,128486"
"HP","Autosomal dominant inheritance","HP:0000006","0.5172259542447764","0.2863196904767244","1980","235","103","5080","9935,8912,8789,8660,866,84699,8462,8431,81615,816,81494,79574,7780,776,773,7466,745,7352,7276,7066,6934,6928,6927,6844,6843,6833,6777,6720,6690,6566,6524,6514,6496,64321,6311,63036,6095,5950,57582,57178,57094,56729,56606,5618,56172,5468,5346,5313,51738,51085,50940,5080,5078,4882,4774,4760,462,4544,4160,4153,4094,3990,389692,3784,3767,3667,3651,3643,3630,336,3273,3242,3172,3110,3098,3060,3053,3034,286,283375,2645,255738,23261,2243,2160,2132,2100,2099,208,174,1733,169026,1576,1559,1413,1412,127833,126129,116519,111,1071,10644,10019"
